fingerprint,title,author,volume,issue,date,categories,tags,id,license,comments,source,hostname,source-hostname,excerpt,filename,has_text
+RnBijFH+nisdJEO0DNy6HMkXq4=,Intentions Part 1,Dan Granata,9,2,1996-03-02,,,,,,http://dargonzine.org/intentions-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/zmPki3pwvtKtM9+O9NQiz4dEBHc.json,TRUE
ffm4/bgADcNhHHHxvb3mSgYmJ1I=,Knight of the Moon Jewel Part 2,Wendy Hennequin,9,2,1996-03-02,,,,,,http://dargonzine.org/knight-of-the-moon-jewel-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/MJPZ2Guj5-r4GBajkMRBOQ4B8gw.json,TRUE
tAVbWBUw0EZfz6nNUzbfX3dXV7Q=,Shadowstone Part 1,Dafydd Cyhoeddwr,9,2,1996-03-02,,,,,,http://dargonzine.org/shadowstone-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/9C3-fYhOwT3QEqNu71ZakCywpz4.json,TRUE
8Ez8El4xjGljOv3ojgKiqbAjmzw=,Friendships Bloody Tear Part 2,Mark Murray,9,3,1996-04-07,,,,,,http://dargonzine.org/friendships-bloody-tear-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/C5Hn0LhzJ-HiJRP17rQ+mlblnb0.json,TRUE
Zp6UfY3dNPJA5eEV8J5s7vAh2VQ=,Intentions Part 2,Dan Granata,9,3,1996-04-07,,,,,,http://dargonzine.org/intentions-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/1YlfcA+AIGnc9vEdIDpd5qk36yI.json,TRUE
a7xxpSCqm1cJF1rEP7t6cSWizFg=,Shadowstone Part 2,Dafydd Cyhoeddwr,9,3,1996-04-07,,,,,,http://dargonzine.org/shadowstone-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/dYqIGySrnqd-Eq9SkmAaQbXsh7s.json,TRUE
z9isQnjEalVXgjH58lMAi+GfQlw=,Friendships Bloody Tear Part 3,Mark Murray,9,4,1996-07-05,,,,,,http://dargonzine.org/friendships-bloody-tear-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/cQLuQqpJ7d59a+iphognLmYH9Qo.json,TRUE
3VEBUFouEs9ry8PQPKolCbiyp84=,Ruthless Revelry Part 1,Carlo Samson,9,4,1996-07-05,,,,,,http://dargonzine.org/ruthless-revelry-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/6RpS-ijNqVG3Z62xqcJElf3OK94.json,TRUE
K34Gzc08y3vvnHEOwrSxc1CyNWM=,Shadowstone Part 3,Dafydd Cyhoeddwr,9,4,1996-07-05,,,,,,http://dargonzine.org/shadowstone-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/x3ROsZbTb97g4CI0DDc7hJzqbAc.json,TRUE
ARobPxCV19tGCYeIt7TkMwc1Tck=,Coup,Jon Evans,9,5,1996-08-10,,,,,,http://dargonzine.org/coup/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/mER7KGbAdI3NIYEScVD+-FfcpV8.json,TRUE
ozW86i+yyrkIaGR1El5bP2ZUKrE=,Screams of War,Mark Murray,9,5,1996-08-10,,,,,,http://dargonzine.org/screams-of-war/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/d8HuhMPPyUtjH+xGsbtwIDuVZ0U.json,TRUE
pCz05GVwDn2QScEWZDP+WTz9igQ=,Shadowstone Part 4,Dafydd Cyhoeddwr,9,5,1996-08-10,,,,,,http://dargonzine.org/shadowstone-part-4/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/CmlxrpNS9qW9ntE4cg8FmzZjiYg.json,TRUE
ZHl10uqH7DMDEMtoR0nh6ocOA7I=,A Shadow of a Life,Mark Murray,9,6,1996-11-02,,,,,,http://dargonzine.org/a-shadow-of-a-life/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/HSZr0zWLTKoTxO0rGMlq4UUqMdM.json,TRUE
5F4t5trKR94KmFmzrRsy6uvzD/I=,Falsehoods,Alan Lauderdale,9,6,1996-11-02,,,,,,http://dargonzine.org/falsehoods/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/7KYqx-YuXOTQ+YoSY7aINNvpN90.json,TRUE
wb/Zd42wEzFBnrNzT5FPKh7UxGU=,In the Garden,Jim Owens,9,6,1996-11-02,,,,,,http://dargonzine.org/in-the-garden/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/e9kbg6RJQbSLdExkuPNZiIut2Fw.json,TRUE
S2G9fd2hsdEgAjGx2bac9DbKqvw=,A Touch of Dargon,Mark Murray,9,7,1996-12-15,,,,,,http://dargonzine.org/a-touch-of-dargon/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/MlLEFJYRSXTih2a2Hx0kvuVEdxg.json,TRUE
IPOCqam5CAyIXDuOit+Ra2Ev1qg=,Sleepers Awake,Alan Lauderdale,9,7,1996-12-15,,,,,,http://dargonzine.org/sleepers-awake/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/1wq+A5Dq2vkVwzaDOqBwTBVFMcw.json,TRUE
zMFKcHHa2M/oK5dpYnm36jx4jz8=,The Broken Staff Part 1,Mike Adams,9,7,1996-12-15,,,,,,http://dargonzine.org/the-broken-staff-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/zNXvutr3FpOu2ciWrgh--Wn3atQ.json,TRUE
46D/VYZeDooQEjeoRZfv97+eNPs=,Last Stand,Max Khaytsus,10,1,1997-02-01,,,,,,http://dargonzine.org/last-stand/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/-wZkcQcP-+eBxHQ3OWvmoyynKoc.json,TRUE
bSjGgVjCWMdxRqi1eyvh+FU2ERQ=,Stew A’ La Gundi,Jim Owens,10,1,1997-02-01,,,,,,http://dargonzine.org/stew-a-la-gundi/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/3ozGoCGelxrgbL6iT9U77qjmKH4.json,TRUE
9UxMgftVHxhxVcc8pfx/CqHMmJg=,Night One,Max Khaytsus,10,2,1997-03-29,,,,,,http://dargonzine.org/night-one/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/JxTQ3p4tr0ZsY8eB3ijMzNGkReI.json,TRUE
9Z+byYnfWodIhLJHRbVyXuypaW8=,Rats!,Max Khaytsus,10,2,1997-03-29,,,,,,http://dargonzine.org/rats/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/1zzOVsuesz8om8IPCMBkBe+LvVs.json,TRUE
RJagPdx9F5CtVxk5CpvkXTNNMKM=,Ruthless Revelry Part 2,Carlo Samson,10,2,1997-03-29,,,,,,http://dargonzine.org/ruthless-revelry-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/tTIvHl5DxBTZxYWnx65UDTuzGqI.json,TRUE
/cWWTC8pJiyJqnsPOfqEJnAUxtM=,Shattered Love Part 1,Mark Murray,10,2,1997-03-29,,,,,,http://dargonzine.org/shattered-love-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/dr-vaO--7SzEJ2bEuFhUBrBzRyI.json,TRUE
5C6SQ1VBfobPEiB0U+XZEVu5iRo=,Night Two,Max Khaytsus,10,3,1997-04-26,,,,,,http://dargonzine.org/night-two/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/BT6K2ZGUwnSbfZ3f7aHdo9SiJAM.json,TRUE
8nNS6AEx51Izb3qTGk6ShOZ1YYE=,Shattered Love Part 2,Mark Murray,10,3,1997-04-26,,,,,,http://dargonzine.org/shattered-love-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/uNUYyWTR8btiTdSupaNlcKSsjn8.json,TRUE
gmxXVButyGzzxM2zcSYvWVfuM/g=,The Long Way Home,Josh Brown,10,3,1997-04-26,,,,,,http://dargonzine.org/the-long-way-home/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/ha+qpMv5XNsxggvk+XUipIFJ3yQ.json,TRUE
DqXLCiluETRcHcFkvC+rx0ohWOY=,Thought and Feeling,Jim Owens,10,3,1997-04-26,,,,,,http://dargonzine.org/thought-and-feeling/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/SRCwZ2vIQgSHXBa1yIQIb6sC100.json,TRUE
tvCZF0oir/D+VNRuYd3AoOSNcfc=,Night Three,Max Khaytsus,10,4,1997-06-23,,,,,,http://dargonzine.org/night-three/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/Ba8bd3+tRnKtTFztaVLC95G+3Qs.json,TRUE
H9Ve6Fhd/g29DYs8/p9vRH6Lqsg=,Piercing a Steel Heart,Mike Schustereit,10,4,1997-06-23,,,,,,http://dargonzine.org/piercing-a-steel-heart/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/1UwC-Hkip+YUZVMNq+CP2rb58rg.json,TRUE
kTZmsCZ4eSoAO5ptVjJNl4pJJ58=,Sailor’s Homecoming,Jon Evans,10,4,1997-06-23,,,,,,http://dargonzine.org/sailors-homecoming/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/QjjANrbbUveJMHrs4Fdg1Xe77tE.json,TRUE
oa/LUUsKU8iNmPCMxmUIecvuXu0=,A Turn of Faith,Mark Murray,10,5,1997-08-02,,,,,,http://dargonzine.org/a-turn-of-faith/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/Iihr3IRx3xxzfHYn2hm4aFya9w0.json,TRUE
TZ9c5B6RDEcVD3pSZyaK1nO9gn4=,Pudlong and the Beanstalk Part 1,Jim Owens,10,5,1997-08-02,,,,,,http://dargonzine.org/pudlong-and-the-beanstalk-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/7zl7YUmAeJYb2k4lJEKkvPBEGKM.json,TRUE
caYMkfBDQKFI3iJDkvV1pBTTb6M=,Quadrille Part 1,Alan Lauderdale,10,5,1997-08-02,,,,,,http://dargonzine.org/quadrille-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/aDwh7wz+Vndv6sEoYPsB05tWAGM.json,TRUE
Z8uyuJNAk+SHwY5K1aVoUd5fY64=,"Friendships of Stone Part 1: Matthew ,&amp; Ben",Mark Murray,10,6,1997-09-14,,,,,,http://dargonzine.org/friendships-of-stone-part-1-matthew-ben/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/HyT4m99KOPaYcnsFsb3Z-XeCjCc.json,TRUE
1QtMs/F2r6NThI/csrigpWgHRfg=,Pudlong and the Beanstalk Part 2,Jim Owens,10,6,1997-09-14,,,,,,http://dargonzine.org/pudlong-and-the-beanstalk-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/YYRnj5rcfUJxUrCSGV+crkCOYNI.json,TRUE
slD25prKT/V8x31wzxNaWG6Yi30=,Quadrille Part 2,Alan Lauderdale,10,6,1997-09-14,,,,,,http://dargonzine.org/quadrille-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/0XtGz5wNPIJ9cIF2X58GvpngZBg.json,TRUE
a+zMztZH1fVKU7cSEgen+6jYMD8=,Feather on the Wind,Alan Lauderdale,10,7,1997-10-25,,,,,,http://dargonzine.org/feather-on-the-wind/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/MRZEetW25JMt1sVOH8QlXbla3Vw.json,TRUE
sOTaDZsVGikT0a/bl6at8DOELYM=,Night’s Touch,Mark Murray,10,7,1997-10-25,,,,,,http://dargonzine.org/nights-touch/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/bVwIAjJxpqWzzBBY3G5GjnPXwoA.json,TRUE
pUh7v9iWYCv2I8lTBQ0hzqEiuDA=,On a Night Like This,Jon Evans,10,7,1997-10-25,,,,,,http://dargonzine.org/on-a-night-like-this/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/kVyRptUe-cqQgbsykUUKcaXQlA8.json,TRUE
31kXOJtCFviuauW8iym1Uge3y0I=,The Night of Souls,Alan Lauderdale,10,7,1997-10-25,,,,,,http://dargonzine.org/the-night-of-souls/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/mR8LCesvWbBQYgQqqsmRaLatdms.json,TRUE
i9K4qrzmV1gmxu5S4UPg3a6U7hI=,"Friendships of Stone Part 2: ,Tara and Sharin",Mark Murray,10,8,1997-12-06,,,,,,http://dargonzine.org/friendships-of-stone-part-2-tara-and-sharin/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/Jo5uz-MxLFyo71jCRmx5ekWDT6s.json,TRUE
wyT+8LsgP8Cbno7Dz2XRnGi/LyM=,Pudlong and the Beanstalk Part 3,Jim Owens,10,8,1997-12-06,,,,,,http://dargonzine.org/pudlong-and-the-beanstalk-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/KcKYIAoF78Fe2rUmsWHUt+XT8d8.json,TRUE
/0YPJh97QTOdhXoRAHpTt8dvCCM=,Quadrille Part 3,Alan Lauderdale,10,8,1997-12-06,,,,,,http://dargonzine.org/quadrille-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/P3P0XTV-+nGAWa5pieildSvYCWk.json,TRUE
NWtNKvc5DN4rs4Xv9KRM0QNwnqY=,Persistence of Spirit,Carlo Samson,11,1,1998-02-07,,,,,,http://dargonzine.org/persistence-of-spirit/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/PNuAN9mUIIhKLKr39LEdVQ667ZE.json,TRUE
n4Av+RJEOyU2DykQ5TVv2otDVRY=,Quadrille Part 4,Alan Lauderdale,11,1,1998-02-07,,,,,,http://dargonzine.org/quadrille-part-4/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/krBtGSMlQexq2JEzCExbYwqhv8c.json,TRUE
X2FnkQtwwcIp5ZpHJpKooJHc+ko=,The Coin of Worth,Jim Owens,11,1,1998-02-07,,,,,,http://dargonzine.org/the-coin-of-worth/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/KK3yYQrTk3yZPLkmEjRRc37qHCk.json,TRUE
Av+wNaLj7xTxVsTctZolNANL3go=,Deliverance: Praeludium,John Doucette,11,2,1998-03-15,,,,,,http://dargonzine.org/deliverance-praeludium/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/apv6sJJkC7RYq6v2qsSgYeCZfPI.json,TRUE
7eQUzU2nB1q26rYVQOSDUV3weno=,"Friendships of Stone Part 3: ,Jerid and Koren",Mark Murray,11,2,1998-03-15,,,,,,http://dargonzine.org/friendships-of-stone-part-3-jerid-and-koren/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/XG2gQDljdXyY7g794jMxvrfK9Hc.json,TRUE
mV8GVCXWHeUXJ/Vnzz6guA/be3M=,The Broken Staff Part 2,Mike Adams,11,2,1998-03-15,,,,,,http://dargonzine.org/the-broken-staff-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/llkAeqAM16T38++CB3z+Cx05sDk.json,TRUE
qmWArY8Ni6tHuEwhgwJKEg+j8cc=,“And How Will You Believe?”,Jim Owens,11,3,1998-04-11,,,,,,http://dargonzine.org/and-how-will-you-believe/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/+cqiMfpiVCEO4maoOAogi3jLGzU.json,TRUE
kvOsgYYcoEcoVRthqCbZw/wLUR8=,Quadrille Part 5,Alan Lauderdale,11,3,1998-04-11,,,,,,http://dargonzine.org/quadrille-part-5/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/DFjx6HOUWyK2a0dXbepVVrhg9vk.json,TRUE
+CQgUzum3TerhJ4HZeiYe1xSXeI=,The Gong Farmer,Brandon Haught,11,3,1998-04-11,,,,,,http://dargonzine.org/the-gong-farmer/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/PhzQYhHlPcTOkVzSfeLQeFw7a-Y.json,TRUE
NXOHoj0BcugGhIHia1uw+QoTWZc=,Abandoned Treasures,Clayton Fair,11,4,1998-05-09,,,,,,http://dargonzine.org/abandoned-treasures/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/5zGJKVUDJb72qXZ5S2rcJj9u+AM.json,TRUE
kIRvGxGVqRpzwtGnTb26txojxk8=,Quadrille Part 6,Alan Lauderdale,11,4,1998-05-09,,,,,,http://dargonzine.org/quadrille-part-6/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/3h-HLug3CRl-QrmISfcaHTwmq1Q.json,TRUE
FPOF5Mu1tAy9LKNYLJR65pVSwug=,The Broken Staff Part 3,Mike Adams,11,4,1998-05-09,,,,,,http://dargonzine.org/the-broken-staff-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/QB3FBCYFSxNK24kNq-wCiBwaFU0.json,TRUE
kuHqdteZ8gwbxrDz91pcdpXV98E=,A Daughter’s Duty,Mike Adams,11,5,1998-06-27,,,,,,http://dargonzine.org/a-daughters-duty/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/3iMZKiy8zSyqMQgsmDtP41UqJFI.json,TRUE
ItQVb1BxTTeHnPGX4epH2KIYYGg=,A Spell of Rain Part 1,Stuart Whitby,11,5,1998-06-27,,,,,,http://dargonzine.org/a-spell-of-rain-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/xbgADCURn6lXk7z9nOZGOE8vRVM.json,TRUE
oX9OnxcAS5SCCamqnWsTTpTLljU=,Deliverance Part 1,John Doucette,11,5,1998-06-27,,,,,,http://dargonzine.org/deliverance-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/FRNDMiAuL5Wz5g5aSjrlETb4NQ0.json,TRUE
xCXurdYCSYHVNU+GVKQ7c6z0xDA=,A Spell of Rain Part 2,Stuart Whitby,11,6,1998-08-01,,,,,,http://dargonzine.org/a-spell-of-rain-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/ogTQmvVsa8UnOhi6YpiYSKsKcIk.json,TRUE
tSAyj6K65DHDzdVSv9Stk28rRY4=,Deliverance Part 2,John Doucette,11,6,1998-08-01,,,,,,http://dargonzine.org/deliverance-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/uDOStBWWrOML79Q9VUz6MIwNubo.json,TRUE
zsK/J43juVnpmZl0Nw5e63bMzk0=,Maiden Cloth,Sue Donnymouse,11,6,1998-08-01,,,,,,http://dargonzine.org/maiden-cloth/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/kdZ4I8GIPYXtG8bLxqVQ0f2Os-E.json,TRUE
tiM5kOU5+WY9uh/ZzHIToVG7JYM=,A Star to Steer By,Jim Owens,11,7,1998-09-13,,,,,,http://dargonzine.org/a-star-to-steer-by/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/Qm3q17mVnbf5PBBYuG5e7TWAvCY.json,TRUE
m01T8pujqBK6Ml6x1iWNsVd7BXg=,For Bronna Part 1,Dafydd Cyhoeddwr,11,7,1998-09-13,,,,,,http://dargonzine.org/for-bronna-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/zLFPndagz8ux8fOxm4QHt3XLB20.json,TRUE
5geJHM2Kz2T3XgFX/A/DZEq+3aI=,Paula’s Star,Don Will,11,7,1998-09-13,,,,,,http://dargonzine.org/paulas-star/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/KBxKqWbvTq2I5oJQ7LJ6HbHMG5s.json,TRUE
Blf55pszCWni8iX/sf2TnNCOrgg=,A Spell of Rain Part 3,Stuart Whitby,11,8,1998-10-03,,,,,,http://dargonzine.org/a-spell-of-rain-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/web3dDeJv4xyXJMKTqnu1IE+6QA.json,TRUE
hZw/SDEjujP1Eq9jLcgmy+Ju8fY=,For Bronna Part 2,Dafydd Cyhoeddwr,11,8,1998-10-03,,,,,,http://dargonzine.org/for-bronna-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/qCgDeOdzhDnlC248RXDWi+9gZYQ.json,TRUE
KSVJCT73oqW/1IlrqG8Sk9FtAU8=,The Fire that Binds,Mark Murray,11,8,1998-10-03,,,,,,http://dargonzine.org/the-fire-that-binds/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/w6U5SmtHYbI9qwGkWVOv5Njs2Uc.json,TRUE
VBgyeHbFBLj5ISnQCz194Y/H+cw=,"Friendships of Stone Part 4: ,Weathered Edges",Mark Murray,11,9,1998-11-14,,,,,,http://dargonzine.org/friendships-of-stone-part-4-weathered-edges/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/nWny5lnpVKzOFqSS5XhDah+Ip5Q.json,TRUE
QNDDGHyml63aZ5pvjuRwu+KET40=,Mute’s Song Part 1,Mark Murray,11,9,1998-11-14,,,,,,http://dargonzine.org/mutes-song-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/g5tbkBUxn2vqdAuElhT+LqaiSOk.json,TRUE
jx6wfAw5TPuCuf95yBgqR7dbe4c=,Mute’s Song Part 2,Mark Murray,11,9,1998-11-14,,,,,,http://dargonzine.org/mutes-song-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/JfGPEAKdZMWYh6GMzAnT1uNMTTI.json,TRUE
okY/08CnLkDEjihP+SVbSVrKleQ=,A Tale of Two Families Part 1,Jon Ballinger,11,10,1998-12-19,,,,,,http://dargonzine.org/a-tale-of-two-families-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/vImN+JMIMI3uml+va4u2ghAjQVY.json,TRUE
1BD2MIZ61UH9OvXzQALNKk7gOOI=,Fate of a Child Part 1,Rena Deutsch,11,10,1998-12-19,,,,,,http://dargonzine.org/fate-of-a-child-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/8ZLkqYK-IJjW4jAG6rEbkRp1rE0.json,TRUE
NESG9Ki+lYyfQZbMLI2x3hKIgaE=,Lost and Found,Cheryl Spooner,11,10,1998-12-19,,,,,,http://dargonzine.org/lost-and-found/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/+D4q8ceuCk+4pEhHTb-10-h9umg.json,TRUE
Hw2GCSm0iCQ0K6APqi+Q8F4qHig=,In at the Kill,Cheryl Spooner,12,1,1999-02-06,,,,,,http://dargonzine.org/in-at-the-kill/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/f4Zv8DaJcGwTEn8eLPqhHZXLNWI.json,TRUE
IBx3MoNWvxxLssMn/b4mIIJOFFQ=,Jeela’s Song,Stuart Whitby,12,1,1999-02-06,,,,,,http://dargonzine.org/jeelas-song/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/lQkea3dy6E-yOnEUtCsHMzf6urQ.json,TRUE
RP8KnfbhczQQMBZxJLHASHvD3nc=,Talisman Zero Part 1,Dafydd Cyhoeddwr,12,1,1999-02-06,,,,,,http://dargonzine.org/talisman-zero-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/YrE9e+kCJlXAVO5Lq-NcWSUBwBo.json,TRUE
sfsXNkQkA8sL5XxINdtrn/9p388=,Fate of a Child Part 2,Rena Deutsch,12,2,1999-02-28,,,,,,http://dargonzine.org/fate-of-a-child-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/3SV2Eou+4D1eu279YPmwRgRwKJo.json,TRUE
DcYZe7ts+X2rIxUi+DBOE7NY4SY=,Talisman Zero Part 2,Dafydd Cyhoeddwr,12,2,1999-02-28,,,,,,http://dargonzine.org/talisman-zero-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/GFy-JXpFGR0fBGQAlB4QWe1G7b4.json,TRUE
QuLnDyBFFCVorFBO4t32XNQ+bvo=,The Beast,Mike Adams,12,2,1999-02-28,,,,,,http://dargonzine.org/the-beast/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/5A4vFPsEku47Jna1ByqgP+T5DM4.json,TRUE
JGBJGcm3WA58vStszRblC1yqgGs=,Once Upon a Winter’s Night,Cheryl Spooner,12,3,1999-03-27,,,,,,http://dargonzine.org/once-upon-a-winters-night/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/cQak7mxL+BCB7aJEa816ZeYRtxg.json,TRUE
JVZyTZrc6viIvOygtCkWj8Lm3Io=,Talisman Zero Part 3,Dafydd Cyhoeddwr,12,3,1999-03-27,,,,,,http://dargonzine.org/talisman-zero-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/Drcs854IWVj-a6HHaCD5MDmccRo.json,TRUE
LjUjax2h39owjPZmflNy1yh0m+g=,When Things Get Woolly,Mike Schustereit,12,3,1999-03-27,,,,,,http://dargonzine.org/when-things-get-woolly/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/vR2WWZUyQIYGonaUSR+UAnwFJWs.json,TRUE
ZWzUE90NppPBWIILavEmDyyiJY4=,Cords that Bind,Rhonda Gomez,12,4,1999-04-17,,,,,,http://dargonzine.org/cords-that-bind/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/crIvotpwefgp5jwOU1UuWRSK0vQ.json,TRUE
Sp/nN+m3LWxldjNNFYDwBXamANs=,On The Prowl Part 1,Max Khaytsus,12,4,1999-04-17,,,,,,http://dargonzine.org/on-the-prowl-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/obHVUG5OazIN5MrjdiFb2tz2uTY.json,TRUE
NJ3H3zyCcb466J0wTduit2LC9uI=,Talisman Zero Part 4,Dafydd Cyhoeddwr,12,4,1999-04-17,,,,,,http://dargonzine.org/talisman-zero-part-4/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/99fklLKf9uYncCZmMZorMDy1BPo.json,TRUE
j27akhbZHGtLUj3SSzxqY0DyGq0=,On the Prowl Part 2,Max Khaytsus,12,5,1999-05-08,,,,,,http://dargonzine.org/on-the-prowl-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/HeFu3yq1DG5MFyul6h0hsgaqjQ8.json,TRUE
OuzJD/q29ONV6WTmdQKNoEX+T6A=,Talisman Zero Part 5,Dafydd Cyhoeddwr,12,5,1999-05-08,,,,,,http://dargonzine.org/talisman-zero-part-5/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/k7GMoKMZMS6D5UGG5avvtAcTwSc.json,TRUE
PkkFY9Y410wvhI5uO/1Rtb2lZKk=,Talisman Zero Part 6,Dafydd Cyhoeddwr,12,6,1999-06-20,,,,,,http://dargonzine.org/talisman-zero-part-6/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/HZwqLXBwzHlBxm9JHG2KXEcUYGc.json,TRUE
qRdXZYw3M1BDUkU6n+28ZD3OtoE=,Talisman Zero Part 7,Dafydd Cyhoeddwr,12,6,1999-06-20,,,,,,http://dargonzine.org/talisman-zero-part-7/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/F1VKxEtpfWtaW6PPjUP7aio6jWs.json,TRUE
CljqpD0ghhN81d66KL0wuCAL2ww=,Withstand the Flood,Jim Owens,12,6,1999-06-20,,,,,,http://dargonzine.org/withstand-the-flood/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/JmWQtKnq4aDNoAVHUhBo31wyGh4.json,TRUE
ofG2GHoXM1bEDrLEngCbMEWo4XA=,Surfacing Part 1,Bryan Read,12,7,1999-07-24,,,,,,http://dargonzine.org/surfacing-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/g1PlgaulBqYKFterJ6Pj5pcLzIA.json,TRUE
zVxWiCGKVdklJkOnYHN1Jf3UdCg=,Talisman One Part 1,Dafydd Cyhoeddwr,12,7,1999-07-24,,,,,,http://dargonzine.org/talisman-one-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/4WivzIORX3JVbl2gpeDe4jqo3zI.json,TRUE
EWCuT0ylueKAcg9XxCl8Sxid92o=,Winterstorm,Mark Murray,12,7,1999-07-24,,,,,,http://dargonzine.org/winterstorm/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/YpKJVQ+nx5m0GFPy4+x1ZwCBh6U.json,TRUE
