fingerprint,title,author,volume,issue,date,categories,tags,id,license,comments,source,hostname,source-hostname,excerpt,filename,has_text
J55Xv7k5FKHjk2JYKronuYnBQKg=,Talisman One Part 2,Dafydd Cyhoeddwr,12,8,1999-08-14,,,,,,http://dargonzine.org/talisman-one-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/gTRwVH05wNpM9v1E7lZyoisKLZw.json,TRUE
1UsDtpbOCrYptXvgm9iCP1JBC98=,The Sanity of Spirit,Brandon Haught,12,8,1999-08-14,,,,,,http://dargonzine.org/the-sanity-of-spirit/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/wYRCPVf6WYnxif8B+QudUOdrFmk.json,TRUE
Ova+uXQbLj3oC0N64DCOml3DP4U=,A Tale of Two Families Part 2,Jon Ballinger,12,9,1999-09-16,,,,,,http://dargonzine.org/a-tale-of-two-families-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/ItM1jlZ7o0KPM3GkbnZ+t+Y-KWM.json,TRUE
ZjntsCpZ4V96zdeOru2KG7I56Kw=,Fate of a Child Part 3,Rena Deutsch,12,9,1999-09-16,,,,,,http://dargonzine.org/fate-of-a-child-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/Tuv4sfY79d7g97rtKvi6SzrvHC0.json,TRUE
GQWhKc/18QWqngW4y7eX2SJ0ABI=,Talisman One Part 3,Dafydd Cyhoeddwr,12,9,1999-09-16,,,,,,http://dargonzine.org/talisman-one-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/EPMw3qYuofKtLtzjhoUMkpg0vcs.json,TRUE
+bd+KqhDH3xmXbV5Fv0oP3m/kXI=,Beck’s Next,Tim Guba,12,10,1999-10-03,,,,,,http://dargonzine.org/becks-next/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/U27RhzcaNF+GrimXrRif5SDhB0s.json,TRUE
6h6r67UL1+OTRYcF3GI2AXJf4c4=,Talisman One Part 4,Dafydd Cyhoeddwr,12,10,1999-10-03,,,,,,http://dargonzine.org/talisman-one-part-4/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/9Bn88Qp7PM8eqaplfbdCjW+e9po.json,TRUE
i/C2ZjgnY8q81Eha1ZWEAHGAfQ0=,Visitation Rites,Ornoth,12,10,1999-10-03,,,,,,http://dargonzine.org/visitation-rites/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/n9uKgllI2oMgXvfbIb+hf+hx90U.json,TRUE
cjO4dhBRVR5aKb20N0PDR/mrfyo=,Born Leader,Stuart Whitby,12,11,1999-11-20,,,,,,http://dargonzine.org/born-leader/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/vBZ4AAvQPxDcg8SWhU3m6+F0e4Q.json,TRUE
jkFMdjYh1LxKpTpjTGPEOxamY28=,Talisman Two Part 1,Dafydd Cyhoeddwr,12,11,1999-11-20,,,,,,http://dargonzine.org/talisman-two-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/NDfVy3+7HdrLMEWVOM0HrUTYLVk.json,TRUE
HNOa9c0EMjUI+gnz83E2KCHCEP0=,In a Stew,Cheryl Spooner;Mark Murray,12,12,1999-12-11,,,,,,http://dargonzine.org/in-a-stew/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/cRvzq7189buzYdLsCnLaDaxF1Yc.json,TRUE
rlfsVTJs+ucTndx2m7GsXn7Ka70=,Price of Sin,JD Kenyon,12,12,1999-12-11,,,,,,http://dargonzine.org/price-of-sin/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/f7am6zG8KHPdyh0jC43RNG9mUWc.json,TRUE
S/i8jeS0oOkr8v7C4auYXP97d7M=,Storm Dancer II,Jon Evans,12,12,1999-12-11,,,,,,http://dargonzine.org/storm-dancer-ii/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/6jMe5PlkE8DndbpyrhOg5Y1p61o.json,TRUE
hTtB2aJxVnDI2G2YNdpU1jLJ6PY=,Talisman Two Part 2,Dafydd Cyhoeddwr,12,12,1999-12-11,,,,,,http://dargonzine.org/talisman-two-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/NfokASRw0CnAROe2I1J9NYQYTRg.json,TRUE
35pZjnJgP4IhDOpPDPGtj+NzmL8=,"Friendships of Stone Part ,5: Corambis and Taishent",Mark Murray,13,1,2000-02-06,,,,,,http://dargonzine.org/friendships-of-stone-part-5-corambis-and-taishent/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/BhxqQDjGrEGwBsmVu+rWa3rkeL8.json,TRUE
YFRMLIqdvkcGXaFmQLvMJwJBGzA=,Talisman Three Part 1,Dafydd Cyhoeddwr,13,1,2000-02-06,,,,,,http://dargonzine.org/talisman-three-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/i2A7VEeQvkVwXXWGq1fCUMzS6TA.json,TRUE
IP/ASqmpcNfYmzZhIPhQnlZvbRY=,The Julip Tree,JD Kenyon,13,1,2000-02-06,,,,,,http://dargonzine.org/the-julip-tree/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/5vT8uBkVYVvWAg+lVnCbXOhcmns.json,TRUE
h6p0lXnhLsBvM9C5pO5wrOS1uw0=,A Matter of Honour Part 1,Nicholas Wansbutter,13,2,2000-02-18,,,,,,http://dargonzine.org/a-matter-of-honour-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/g5fBKyj-OnH7jWw07kLNHdYBGgc.json,TRUE
jUI0uivPss2ot6kRt8Xt5KlUgdg=,Talisman Three Part 2,Dafydd Cyhoeddwr,13,2,2000-02-18,,,,,,http://dargonzine.org/talisman-three-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/NlbKeAfTMIKSnEpIl8RGmeCV2kA.json,TRUE
u862EAiB5EBBjIrj2zrs5wnN76k=,Vows,Victor Cardoso,13,2,2000-02-18,,,,,,http://dargonzine.org/vows/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/bvjOzSsmkspmt5mRfmKkm+bjDCE.json,TRUE
Dz30oxPNKWxBKun3wAvI8y2CFcE=,A Matter of Honour Part 2,Nicholas Wansbutter,13,3,2000-03-25,,,,,,http://dargonzine.org/a-matter-of-honour-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/GBpXXkB6+y4EgsDqev67vBSOFBM.json,TRUE
Z6TPXuRYFb8BvXQCdJOg1a9494U=,A Tale of Two Thieves Part 1,JD Kenyon,13,3,2000-03-25,,,,,,http://dargonzine.org/a-tale-of-two-thieves-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/XRRs1mWvp1QyO73eEMjk3Nbw7v4.json,TRUE
UkvdRjZteVM4guyDP8RsmpnTcgw=,Talisman Three Part 3,Dafydd Cyhoeddwr,13,3,2000-03-25,,,,,,http://dargonzine.org/talisman-three-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/v4ds0n3lF9tmbrTE+K-lSgbX3OA.json,TRUE
unBpa9sCKntwxiFcvV0zusQnLZg=,A Matter of Honour Part 3,Nicholas Wansbutter,13,4,2000-04-22,,,,,,http://dargonzine.org/a-matter-of-honour-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/z0MypI2ncsvBMq7VbF0k5xBpZrQ.json,TRUE
MjNEl97DrQNU3Hmy09/Gg6Ca+WA=,A Tale of Two Thieves Part 2,JD Kenyon,13,4,2000-04-22,,,,,,http://dargonzine.org/a-tale-of-two-thieves-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/AJ1yRfXmd2rH+ITdjV+L2cGbeZA.json,TRUE
LFzF5jvcuZdWPPNWt6WgOTtkR3A=,Talisman Three Part 4,Dafydd Cyhoeddwr,13,4,2000-04-22,,,,,,http://dargonzine.org/talisman-three-part-4/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/OFPbo-4y0Hgl8X+QJSSI0an8XHU.json,TRUE
c6Pd6zwrQ05jCOS1h3Dw37Q1QHM=,Cat’s Cry,Carlo Samson,13,5,2000-05-28,,,,,,http://dargonzine.org/cats-cry/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/iyopxyJE9kA6W5+YLoObFIhjB-A.json,TRUE
CLnfp97PVEmuKwvHKUQxJ7lThA4=,Talisman Four,Dafydd Cyhoeddwr,13,5,2000-05-28,,,,,,http://dargonzine.org/talisman-four/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/ABg7QMmT+HK7nOGygCjKqnRQBJA.json,TRUE
qTaVc23I0f8LQoqeXhEeyaAAjNk=,Magestorm Part 1,Mark Murray,13,6,2000-06-30,,,,,,http://dargonzine.org/magestorm-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/sCspZVB+P-PhZA0-2BDlCe5yEAo.json,TRUE
8hFmKnVWCg1In4c3v66211Ff5zM=,Talisman Five Part 1,Dafydd Cyhoeddwr,13,6,2000-06-30,,,,,,http://dargonzine.org/talisman-five-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/Tsm4sDWA06i2co7pkP2XmslKtP8.json,TRUE
2EzBFtWf3UaPsVlzUoA3K7OSlFw=,Magestorm Part 2,Mark Murray,13,7,2000-07-30,,,,,,http://dargonzine.org/magestorm-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/4BnMzhDITln259bsXv53tsDU7oY.json,TRUE
RwS8P5ZOHpJR7o/aSAJtXcwjRVE=,Talisman Five Part 2,Dafydd Cyhoeddwr,13,7,2000-07-30,,,,,,http://dargonzine.org/talisman-five-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/ZvXonyqdGJ4GOGKgVGCB-FF6T7k.json,TRUE
uEZEe6D0AATuhohdfdkOKfPme+0=,Loren Armare Part 1,Max Khaytsus,13,8,2000-08-31,,,,,,http://dargonzine.org/loren-armare-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/Ymv8Mq2ZM9T6oEOBxZFK9n1R1xw.json,TRUE
J9U8BBU4LojZHA6i/KZBy3o7RP0=,Magestorm Part 3,Mark Murray,13,8,2000-08-31,,,,,,http://dargonzine.org/magestorm-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/-i8gq4bnzU6WEV2qQEutxP63tVs.json,TRUE
2MRDYeV1ZR5ZJrbMKi6MC4cLelk=,Talisman Five Part 3,Dafydd Cyhoeddwr,13,8,2000-08-31,,,,,,http://dargonzine.org/talisman-five-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/GI2X3QSUnISQK7iasvc911fY6t8.json,TRUE
D7kgB7GZNP3fx1+AqAe3ElOSq+Q=,Loren Armare Part 2,Max Khaytsus,13,9,2000-09-24,,,,,,http://dargonzine.org/loren-armare-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/dqeGWpFlADQZ3usTmdX2pd3GriU.json,TRUE
xjBkIDWcWYxDoaRvpH8Tni5du5s=,Magestorm Part 4,Mark Murray,13,9,2000-09-24,,,,,,http://dargonzine.org/magestorm-part-4/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/HUrQ6R4prTO0KqKMZ9nzNKww2SA.json,TRUE
QpOQ2XBC1RsOGqW7DoIcRzsWdY0=,Talisman Six Part 1,Dafydd Cyhoeddwr,13,9,2000-09-24,,,,,,http://dargonzine.org/talisman-six-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/-BFeDOUKGh+r+AatRIESDC7Uj5Y.json,TRUE
G/swKMjdiHH1CxWzfvyOnOBfDss=,Loren Armare Part 3,Max Khaytsus,13,10,2000-10-14,,,,,,http://dargonzine.org/loren-armare-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/5H9rSg2cL9o4v5tyoXj8QqSE76s.json,TRUE
h+eTUNSdq36ayTeVm8hgBI6pjBY=,"Past, Present, and Presage ,Part 1: Simona’s Story",Rena Deutsch,13,10,2000-10-14,,,,,,http://dargonzine.org/past-present-and-presage-part-1-simonas-story/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/m8IgCIww3YTkzgGq2feI3iJwomU.json,TRUE
FAUDiRWlFPvT83xxVDW1ok8H8xM=,Talisman Six Part 2,Dafydd Cyhoeddwr,13,10,2000-10-14,,,,,,http://dargonzine.org/talisman-six-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/Ol5ALGXZbh7w1eAP-q98w1D+uj0.json,TRUE
EPNkSVFOfHVNZT2nFxMWYSwHyaA=,A Fine Blade,Victor Cardoso;Mike Adams,13,11,2000-11-03,,,,,,http://dargonzine.org/a-fine-blade/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/yXCezH7UOKLYMQVEzACgWntP-DU.json,TRUE
vfIqhIWbcCx6+f+Ii9Z7gF9FRsI=,Beloved,Rena Deutsch;Mark Murray,13,11,2000-11-03,,,,,,http://dargonzine.org/beloved/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/LPw777+ZzgzTuTduvg6yeQtrq08.json,TRUE
XHJyJnnNL4Dz6BclyO7Nz/gKoCY=,Magestorm Part 5,Mark Murray,13,11,2000-11-03,,,,,,http://dargonzine.org/magestorm-part-5/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/YKtKup7L5K6E4f8RE6tNP2muoAg.json,TRUE
VqUeVKhz4lZVPT8+0xe8BbRwRhQ=,No Pity to Spare,Rhonda Gomez,13,11,2000-11-03,,,,,,http://dargonzine.org/no-pity-to-spare/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/21L8m-pbPbV3T4pOdZTnpwkKYos.json,TRUE
8/dkbaEJjIqeCpegeJ0RdTtd2lk=,Talisman Seven Part 1,Dafydd Cyhoeddwr,13,11,2000-11-03,,,,,,http://dargonzine.org/talisman-seven-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/XimKi-nFoW9zd1d7o2-o+IJxO-Y.json,TRUE
90WvXAyhglSAC9GlAWnht5QDJQI=,Chains of Freedom,Pam Atchley,13,12,2000-11-20,,,,,,http://dargonzine.org/chains-of-freedom/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/cpJaHJoCI1ZBCSbJ8lazYunuoQI.json,TRUE
f1V8HkGvph4rL5cCiSPH6UDvZ4U=,Surfacing Part 2,Bryan Read,13,12,2000-11-20,,,,,,http://dargonzine.org/surfacing-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/xU5Kl1MVEHeU9Ot5-BUkkGOaHO4.json,TRUE
uRzNZIiXMurUKlKf/tJw3RIAhyw=,Leave the Ocean to Cirrangill,Jon Evans,13,13,2000-12-16,,,,,,http://dargonzine.org/leave-the-ocean-to-cirrangill/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/XtzbKVLkWahh8+FXkWwloK87j5s.json,TRUE
snxWBLDDCjYB6IJEIoJlTjKfcSc=,Rattler’s Imp,Brandon Haught,13,13,2000-12-16,,,,,,http://dargonzine.org/rattlers-imp/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/gt1z+tsx2jSDayWSSpHqEwxvGPw.json,TRUE
VNgvGLH2XBm7l3e2M+Gi7AMPAqs=,Talisman Seven Part 2,Dafydd Cyhoeddwr,13,13,2000-12-16,,,,,,http://dargonzine.org/talisman-seven-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/+A7FOc2aLJAaQCLQDnzI2VZZkU8.json,TRUE
9cRuvx24jtC9t0S2Rlo0Jjt2DdE=,A Woman’s Fear,Pam Atchley,14,1,2001-02-04,,,,,,http://dargonzine.org/a-womans-fear/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/OSRud3c0gV2fnrSmiBZSo-XHjh8.json,TRUE
7bIS4YsDrfj/KHL/GkRfO8A7pek=,Talisman Seven Part 3,Dafydd Cyhoeddwr,14,1,2001-02-04,,,,,,http://dargonzine.org/talisman-seven-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/TaIXcECAJOyTKrkRX6KV9Hn588Q.json,TRUE
fo0xVbSmGD4toCjDPfK+eOf5I9I=,The Target that Eludes Me,R. F. Niro,14,1,2001-02-04,,,,,,http://dargonzine.org/the-target-that-eludes-me/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/pzm-aD+TymtzPBp5nt+GiZl+Xqw.json,TRUE
8+TdnMU9YlV3z8E6Vbs6QQ41dDc=,A Woman’s Determination,Pam Atchley,14,2,2001-03-04,,,,,,http://dargonzine.org/a-womans-determination/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/w7rDGC9XR5TqP3uWvvPQhrmF4JI.json,TRUE
cqqC0gRhbj/8B+vWdCZQyWEHstA=,Talisman Seven Part 4,Dafydd Cyhoeddwr,14,2,2001-03-04,,,,,,http://dargonzine.org/talisman-part-4/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/-+vLfQ7zentjDPxCHUtJgIpjRhY.json,TRUE
WjVF4VBkx/JGdXUtMbGiW5ADS4k=,The Day Ordelius Dobber Died,JD Kenyon,14,2,2001-03-04,,,,,,http://dargonzine.org/the-day-ordelius-dobber-died/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/EQmM2cb0hY5bp07yH-Q4aMqhXjI.json,TRUE
vRhK8ZNU1fysahpbCabm/8nN3MU=,What Price the King?,Mark Murray,14,2,2001-03-04,,,,,,http://dargonzine.org/what-price-the-king/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/P9nl7q2rrIe9YHDxuO6KIpODLBM.json,TRUE
Yedn9kL8q6tNoEGI39rqzeLKGME=,A Woman’s Prayer,Pam Atchley,14,3,2001-04-08,,,,,,http://dargonzine.org/a-womans-prayer/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/Qntt4Sod3upS5gnJEgclr-ZbViY.json,TRUE
d98iLtrYPT7ZwNg2jRuV3nEfqp0=,Beginning Morals,Mark Murray,14,3,2001-04-08,,,,,,http://dargonzine.org/beginning-morals/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/Wr7oKvUBA7EgYF4YmxSvWTwaiFs.json,TRUE
RIMtobCOFFIy0yMx7NMhXStfTjw=,The Snows of a New Year,Charles F. Schweppe,14,3,2001-04-08,,,,,,http://dargonzine.org/the-snows-of-a-new-year/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/jjV5DqU-uDuDPM+eCd8geya8vQw.json,TRUE
mIaRFiMBX77naMOxBox86LVismM=,Secrets of the Spirit,Mark Murray;Rena Deutsch,14,4,2001-04-28,,,,,,http://dargonzine.org/secrets-of-the-spirit/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/T9yf9srYDzJmNEdkdPmCc-7uXHM.json,TRUE
05i5eEDw1EQa/X+vjRDoZSwZfEg=,Spirits,Jim Owens,14,4,2001-04-28,,,,,,http://dargonzine.org/spirits/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/agAqBGZ6LkiApgD1Y+BDu+Uh0jQ.json,TRUE
5uo8dkQESySBkR4r+KUgAyHJSbo=,Undermined Hope,Mark Murray,14,4,2001-04-28,,,,,,http://dargonzine.org/undermined-hope/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/yH7oCsWL-2KuuV6ZXZ9kLyfXc7w.json,TRUE
cM0S2vPyNgih9iExuScjnje41jE=,Death Has a Pale Face Part 1,Nicholas Wansbutter,14,5,2001-05-26,,,,,,http://dargonzine.org/death-has-a-pale-face-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/KGfG6MRgPf5YTSx6+7qn-IXPulE.json,TRUE
a4uyqqZGrG/N5Ac34ue2OIWXGG4=,Flingers,Rena Deutsch;Cheryl Spooner,14,5,2001-05-26,,,,,,http://dargonzine.org/flingers/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/v5WChWJupVhLR+evCooLhZq0wmk.json,TRUE
rLEoW+zZEyW9uUpRJIpm20/TLJw=,Triskele: Genesis,Pam Atchley;Rhonda Gomez,14,5,2001-05-26,,,,,,http://dargonzine.org/triskele-genesis/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/cVcpk8bvg6w012jl5bHwYgX2aw4.json,TRUE
WlZWoJXAttWkFXYkqdAI8UETDH0=,Death Has a Pale Face Part 2,Nicholas Wansbutter,14,6,2001-07-01,,,,,,http://dargonzine.org/death-has-a-pale-face-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/zP39GJmwYJAYubiUeKXnl+i89Do.json,TRUE
ZdcgW0zrJl/2fdaIxjRjIoGMASk=,"Last Night I Dreamed I Tried to ,Kiss You",Jon Evans,14,6,2001-07-01,,,,,,http://dargonzine.org/last-night-i-dreamed-i-tried-to-kiss-you/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/p8laa+HKSfK9b-hQCZDcCkAhaD4.json,TRUE
iCggc5Nu0IKfbjvtd3Xx6P3+/0w=,Triskele: Lorelei,Pam Atchley;Rhonda Gomez,14,6,2001-07-01,,,,,,http://dargonzine.org/triskele-lorelei/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/32VqH2h0RtiD29jnbaP1bc0E7zY.json,TRUE
r5DkZu6YqaN4kYZWrO4HlvAyDVs=,Devotion,Jim Owens,14,7,2001-09-03,,,,,,http://dargonzine.org/devotion/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/-oNSejCPaU2WX1G5kKnXsUFN2dY.json,TRUE
JOIpCQt/+W6AwaKoWtlXq+sbZPw=,Talisman Eight Part 1,Dafydd Cyhoeddwr,14,7,2001-09-03,,,,,,http://dargonzine.org/talisman-eight-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/8W1jYuJZIzTIYaEU65r0LXcGtQI.json,TRUE
fAjL5UfL841l6NKu9avwirvnfdU=,Triskele: Coda,Pam Atchley;Rhonda Gomez,14,7,2001-09-03,,,,,,http://dargonzine.org/triskele-coda/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/037tDlrsKyM1Bf5DmDV0TgkMtNE.json,TRUE
HU7BfNBkJA9r98WD/FO4Xcn/QeU=,“A Wizard in Vibril”,Charles F. Schweppe,14,8,2001-11-08,,,,,,http://dargonzine.org/a-wizard-in-vibril/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/SDbaUJdzzzayD8pkNoBjIOXE08M.json,TRUE
xdF+gy5dH47+uKAxk4zGYWcyRqQ=,Dance of the Dead,Stuart Whitby,14,8,2001-11-08,,,,,,http://dargonzine.org/dance-of-the-dead/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/uGWLRb5L7pLB3Yp5WIJeLHnWZ3Q.json,TRUE
TKe7icNbaTxm35RWRzCnvtuCTME=,Talisman Eight Part 2,Dafydd Cyhoeddwr,14,8,2001-11-08,,,,,,http://dargonzine.org/talisman-eight-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/wtxZ8BLqpMO4H2P1N3KjAInavPs.json,TRUE
LlDB5rUixVeLucxKptMr4dXXEhU=,"Jakob Sings of Monstrous Things Part ,1",Victor Cardoso,14,9,2001-12-21,,,,,,http://dargonzine.org/jakob-sings-of-monstrous-things-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/lgdJk6+Y2HdN1bSkkoBXnBirDdY.json,TRUE
qbwyaaz9RHxffcrE1OPbCYVHiq0=,"The Measure of His Love Part 1: ,Wounding",Jim Owens,14,9,2001-12-21,,,,,,http://dargonzine.org/the-measure-of-his-love-part-1-wounding/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/x22RCS6wJo917Xg8MchcnGPvInM.json,TRUE
gxTjv4RCdQysnAK/FP2zIZ+R+8w=,Baern and the Magic Ball,Dave Fallon,15,1,2002-03-09,,,,,,http://dargonzine.org/baern-and-the-magic-ball/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/qCYS-ToX1be2uEPz9KkODIZKwLo.json,TRUE
3WZ/Mz5hgbvBPDJwkYXMGFZGH9E=,"The Measure of His Love Part 2: ,Healing",Jim Owens,15,1,2002-03-09,,,,,,http://dargonzine.org/the-measure-of-his-love-part-2-healing/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/spk7iyPEFtnGnTBMLJQKr4CLOFs.json,TRUE
j3Ahbbq1+EvPxUMAoq5qXfCx/x4=,"Jakob Sings of Monstrous Things Part ,2",Victor Cardoso,15,2,2002-04-07,,,,,,http://dargonzine.org/jakob-sings-of-monstrous-things-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/XXUAKKNJ084FcHNhEW3zabuBptk.json,TRUE
FzecjW2GJd4Q2Dfsf1sGpyUbvKY=,Sy Burns,Pam Atchley,15,2,2002-04-07,,,,,,http://dargonzine.org/sy-burns/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/hyKiUuJuI1qQ2jbivAsDWz-xlOg.json,TRUE
XXSCPP/Sm9z4wg+j4O+d1eNcHd0=,A Matter of Faith Part 1,Nicholas Wansbutter,15,3,2002-05-13,,,,,,http://dargonzine.org/a-matter-of-faith-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/jK4PLlfRARjdz6zNdL7VzFRs8-c.json,TRUE
IAB8fOgWOys/V+MAiYtvU7JGGjA=,Spirit of a Woman Part 1,Rena Deutsch,15,3,2002-05-13,,,,,,http://dargonzine.org/spirit-of-a-woman-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/UJ++2h3QTzzA+GbBULGsH6mHRv0.json,TRUE
JkX2j4eRd87rMHJlYEpuwC0K0FM=,William Zeneca’s Bad Day,Dan Toler,15,3,2002-05-13,,,,,,http://dargonzine.org/william-zenecas-bad-day/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/sblWjRncQ2351lwi4WpjVoiaJX0.json,TRUE
GANHrqsybybQWw22R9sa4nKKB+o=,A Matter of Faith Part 2,Nicholas Wansbutter,15,4,2002-06-29,,,,,,http://dargonzine.org/a-matter-of-faith-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/pnE-yxD-6wQBW2c4CHJZtE1B1jg.json,TRUE
EV65BCE/0wgjqHHQgrqKfPvOz0c=,Malice Part 1,Pam Atchley,15,4,2002-06-29,,,,,,http://dargonzine.org/malice-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/faMjLERgNVMpEMRps-QUPa59AAc.json,TRUE
8utDvKTElY6BIodtnd8G0CAgft4=,A Matter of Pride Part 1,Nicholas Wansbutter,15,5,2002-07-20,,,,,,http://dargonzine.org/a-matter-of-pride-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/mJE9xm+4fy-+h733DnP5kuLkazo.json,TRUE
5JE2oK+O/dlptrj7DFYvhSV5Rxk=,Malice Part 2,Pam Atchley,15,5,2002-07-20,,,,,,http://dargonzine.org/malice-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/fVyGXulCk5nbuA0jese0cP7Tv4Y.json,TRUE
1dDFX4JmeG95wAg1sE3Y3766NrQ=,Spirit of a Woman Part 2,Rena Deutsch,15,5,2002-07-20,,,,,,http://dargonzine.org/spirit-of-a-woman-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/KTyrOH7aZKohjlopWIPNd51IMHo.json,TRUE
QaD5ogecimZoJO14IcVSHFEJgCY=,A Matter of Pride Part 2,Nicholas Wansbutter,15,6,2002-08-11,,,,,,http://dargonzine.org/a-matter-of-pride-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/cJOR1xyDdPZMysPlyH1oasWMu74.json,TRUE
pI9/ErcjvNGYBHrg5IazNvYC5ys=,Malice Part 3,Pam Atchley,15,6,2002-08-11,,,,,,http://dargonzine.org/malice-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/CsORwMJtuIf7-kem+QJz7idqpLw.json,TRUE
HTG9sBOTSjHh25OoaIv0aH3L73k=,Malice Part 4,Pam Atchley,15,7,2002-09-02,,,,,,http://dargonzine.org/malice-part-4/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/JQ6KEjmBnHaILhKLOS0UNbUKgZs.json,TRUE
