fingerprint,title,author,date,categories,tags,id,license,comments,source,source-hostname,hostname,excerpt,filename,has_text
0LKPsHIeFiIwx8x+WHua2eqrCwM=,Symphony to a city under the stars,Armando Saldana,2018-01-16,Short Fiction,Apex Magazine;Armando Saldana;Issue 104;Short Fiction 2;Symphony To A City Under The Stars,14409,,,https://apex-magazine.com/short-fiction/symphony-to-a-city-under-the-stars/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/7NA+yxDNQse+aBHIuC4-wHFAOHU.json,TRUE
CPypGx8BPDDVLL85srzYNyMb+PQ=,Rats,Veronica Schanoes,2011-03-05,Short Fiction,Apex Magazine;Issue 22;Rats;Reprint;Short Fiction 2;Veronica Schanoes,3831,,,https://apex-magazine.com/short-fiction/rats/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/dLBhvBkjU7kwHW6phA1z2iiTU-E.json,TRUE
3ICBXtNCKoQKc2JiyqQVfQSeqqk=,The Selkie Wives,Kendra Fortmeyer,2017-04-04,Short Fiction,Apex Magazine;Issue 95;Kendra Fortmeyer;Short Fiction 2;The Selkie Wives,13276,,,https://apex-magazine.com/short-fiction/the-selkie-wives/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/-dPkPHzmJuU7rahZqfnYYxpxjqg.json,TRUE
g9gc8oz0lpEEUXQmahA7YdvW50o=,Death Comes Sideways to the Mall,William Alexander,2013-03-05,Short Fiction,Apex Magazine;Death Comes Sideways To The Mall;Issue 46;Short Fiction 2;William Alexander,4980,,,https://apex-magazine.com/short-fiction/death-comes-sideways-to-the-mall/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/yirrtqkxeXJ1cffZqqhybXlRGxo.json,TRUE
bhNHzV8AqnDiaXy5JXEkl9KUXCM=,Bone Song,Aja McCullough,2019-01-22,Short Fiction,Aja Mcullough;Apex Magazine;Bone Song;Issue 116;January 2019;Short Fiction 2,16136,,,https://apex-magazine.com/short-fiction/bone-song/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/ZjjAKzy5BqOrSuUxjiq-cDCbqtQ.json,TRUE
4vK49R9hiGfNSLvmPra7Aslnw/o=,Luisah’s Church,Nisi Shawl,2018-05-17,Short Fiction,Apex Magazine;Issue 108;Luisahs Church;Nisi Shawl;Reprint;Short Fiction 2,15101,,,https://apex-magazine.com/short-fiction/lusiahs-church/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/fvLMu7MN4swvOF2j95tIsSQcCGA.json,TRUE
jltW9eKqYdqTtY8Qskf1tdOvJJM=,Coyote Now Wears a Suit,Ani Fox,2018-09-18,Short Fiction,Ani Fox;Apex Magazine;Coyote Now Wears A Suit;Issue 112;Short Fiction 2,15666,,,https://apex-magazine.com/short-fiction/coyote-now-wears-a-suit/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/CNuHi+U3w4ylUvR6wK8bQalziIQ.json,TRUE
/eGSVINMn26Vmx03Lm/LOeQS33o=,Root Rot,Fargo Tbakhi,2021-01-05,Short Fiction,Cw;Fargo Tbakhi;Issue 121;Root Rot;Short Fiction 2,35779,,,https://apex-magazine.com/short-fiction/root-rot/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/9m-M2dUBEO4aZRtigYcXRl-fJIM.json,TRUE
9ltJh1jHzedxoFcz58XDAdDV/Oc=,The Doves of Hartleigh Garden,Kathryn Weaver,2011-06-12,Short Fiction,Apex Magazine;Issue 25;Kathryn Weaver;Short Fiction 2;The Doves Of Hartleigh Garden,3839,,,https://apex-magazine.com/short-fiction/the-doves-of-hartleigh-garden/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/TZBynwjM7AiMJDKWXn6rczIuoTE.json,TRUE
7IUW4EYYZFi6O4s4fcPyAPhQRbo=,Splinter,Shira Lipkin,2012-11-06,Short Fiction,Apex Magazine;Issue 42;Shira Lipkin;Short Fiction 2;Splinter,4279,,,https://apex-magazine.com/short-fiction/splinter/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/yHjdKVqVfnr7K98N1+m9xbQL8M0.json,TRUE
ciZxmtnS39VhUybeUSSeLOJMgb4=,The Words That Make Us Fly,S.L. Harris,2023-03-28,Short Fiction,Apex Magazine;Cw;Issue 136;Short Fiction 2;Sl Harris;The Words That Make Us Fly,62221,,,https://apex-magazine.com/short-fiction/the-words-that-make-us-fly/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/xpwSlvlX76dSLVgrfZJFvsRieHM.json,TRUE
+nck53DPUmbKn0nrLMfOOIh4a08=,The Island in the Attic,Natalia Theodoridou,2016-11-11,Short Fiction,Apex Magazine;Issue 90;Natalia Theodoridou;Short Fiction 2;The Island In The Attic,12512,,,https://apex-magazine.com/short-fiction/the-island-in-the-attic/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/x7jJjl99cyywMzsiafpVtcN137A.json,TRUE
UWwvCaSL4lmpRFxH3X4PGgyb+VU=,Soul of Soup Bones,Crystal Lynn Hilbert,2014-06-03,Short Fiction,Apex Magazine;Crystal Lynn Hilbert;Issue 61;Short Fiction 2;Soul Of Soup Bones,7790,,,https://apex-magazine.com/short-fiction/soul-of-soup-bones/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/PpaEH9JH54bpDGhqll9mX-OGfxU.json,TRUE
F48yCZzUWHn+f1QRwml0UyvpNic=,Cemetery Man,Silvia Moreno-Garcia,2017-12-12,Short Fiction,Apex Magazine;Cemetery Man;Issue 103;Reprint;Short Fiction 2;Silvia Moreno Garcia,14265,,,https://apex-magazine.com/short-fiction/cemetery-man/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/kgshjfdWWz3mGnyTNt18PPuxyUs.json,TRUE
+eP9/Fkm06bG4SXsw9TaKB1NeqY=,The Rapid Advance of Sorrow,Theodora Goss,2011-07-27,Short Fiction,Apex Magazine;Issue 26;Reprint;Short Fiction 2;The Rapid Advance Of Sorrow;Theodora Goss,30,,,https://apex-magazine.com/short-fiction/the-rapid-advance-of-sorrow/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/R9uWzq6N8fF+4EqH84n9HmeI94E.json,TRUE
sWXEdqLYbSa0/VMyWNVT1aEnaoc=,Our Daughters,Sandra McDonald,2013-12-03,Short Fiction,Apex Magazine;Issue 55;Our Daughters;Sandra Mcdonald;Short Fiction 2;The Book Of Apex Volume 4 Of Apex Magazine,6879,,,https://apex-magazine.com/short-fiction/our-daughters/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/Lyjr0z8hU1jUCpCQLZY4Kdb3L1o.json,TRUE
XjVCFpgbA8tM9e4eijtEe7aWi0k=,The Silk Merchant,Ken Liu,2012-07-03,Short Fiction,Apex Magazine;Cw;Issue 38;Ken Liu;Short Fiction 2;The Silk Merchant,3935,,,https://apex-magazine.com/short-fiction/the-silk-merchant/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/k73h-8fD2R26taHzuK5J4ZV4bLc.json,TRUE
w2xkfQ6v/alicqHRRudrUYl+Eqk=,Silver Buttons All Down His Back,A.C. Wise,2015-04-07,Short Fiction,A C Wise;Apex Magazine;Issue 71;Short Fiction 2;Silver Buttons All Down His Back,9391,,,https://apex-magazine.com/short-fiction/silver-buttons-all-down-his-back/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/q4EIGmNMgEPEkAUZqiU8ic2ZYDU.json,TRUE
g0pq8cQY2nvzE9RHE9nvgr446lg=,The Jackal’s Wedding,Vajra Chandrasekera,2013-11-05,Short Fiction,Apex Magazine;Issue 54;Short Fiction 2;The Jackals Wedding;Vajra Chandrasekera,6799,,,https://apex-magazine.com/short-fiction/the-jackals-wedding/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/CPYFU6hvtuuiolok+0kYm1FWBiY.json,TRUE
kN4BIr8AWi0fL3LexdxGJgvn2m0=,Las Girlfriends Guide to Subversive Eating,Sabrina Vourvoulias,2021-03-02,Short Fiction,Apex Magazine;Issue 122;Las Girlfriends Guide To Subversive Eating;Sabrina Vourvoulias;Short Fiction 2,37520,,,https://apex-magazine.com/short-fiction/las-girlfriends-guide-to-subversive-eating/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/k8w+m6dfkLJDNwg-yF+5mgivWuE.json,TRUE
LT0JFfXQcrzAMUMAYEQk2xKOSRs=,Rhizomatic Diplomacy,Vajra Chandrasekera,2023-04-25,Short Fiction,Apex Magazine;Asian And Pacific Islanders Special Issue;Cw;Issue 137;Rhizomatic Diplomacy;Short Fiction 2;Vajra Chandrasekera,62981,,,https://apex-magazine.com/short-fiction/rhizomatic-diplomacy/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/br+UsdC6cn++eefmYYQjgkPesTo.json,TRUE
a8ME4EoKkp+pDX7jcdWmbRFGUmw=,Bear in Contradicting Landscape,David J. Schwartz,2012-02-07,Short Fiction,Apex Magazine;Bear In Contradicting Landscape;David J Schwartz;Issue 33;Short Fiction 2,3901,,,https://apex-magazine.com/short-fiction/bear-in-contradicting-landscape/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/JdWJNiUIrfZ4n9-4x90Fc8LgD3s.json,TRUE
YFzTBiJmQ+9kfK9CxUxIbdtpegI=,If Those Ragged Feet Won’t Run,Annie Neugebauer,2021-03-30,Short Fiction,Annie Neugebauer;Apex Magazine;Cw;If Those Ragged Feet Wont Run;Issue 122;Short Fiction 2,38395,,,https://apex-magazine.com/short-fiction/if-those-ragged-feet-wont-run/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/1uQDtkFEHU70tfNTBPO2n8nJ2Rk.json,TRUE
Pf7WK4AmYPL399WZQvEDBFCZwkM=,Coins for Their Eyes,Kris Millering,2014-10-07,Short Fiction,Apex Magazine;Coins For Their Eyes;Issue 65;Kris Millering;Short Fiction 2,8580,,,https://apex-magazine.com/short-fiction/coins-for-their-eyes/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/abwnvP9RNHNoMmzXZpfTx-N6jUg.json,TRUE
Zh7EUCHEyKdvxghWtklhXbWoxfg=,Fair Ladies,Theodora Goss,2010-08-15,Award Nominees;Short Fiction,Apex Magazine;Award;Fair Ladies;Issue 15;Locus Recommended Story;Short Fiction 2;Theodora Goss,1260,,,https://apex-magazine.com/short-fiction/fair-ladies/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/0YCTuRa94XnzKpzp+NYPQmW9bb4.json,TRUE
iy61u46hZ6UqqnPQfKAUMQI8CW4=,Seafoam,Mark Henry,2010-04-07,Short Fiction,Apex Magazine;Issue 11;Mark Henry;Seafoam;Short Fiction 2,4522,,,https://apex-magazine.com/short-fiction/seafoam/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/29dwcJpcbOeW3ic5zI9cVyaYvbA.json,TRUE
qFHcLN7K/cGJJZj3fVmnCDWauaY=,A Fool’s Baneful Gallantry,Derek Lubangakane,2019-04-16,Short Fiction,A Fools Baneful Gallantry;Apex Magazine;Derek Lubangakene;Issue 119;Short Fiction 2,16421,,,https://apex-magazine.com/short-fiction/a-fools-baneful-gallantry/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/rCtCIZzKccpl-kP4MmXXjDsih0Q.json,TRUE
LP8Pbf58hKsB/OV6auQ+bhQsMg4=,Security Breach at Sugar Pine Suites,Pamela Rentz,2021-10-05,Short Fiction,Apex Magazine;Cw;Issue 126;Pamela Rentz;Security Breach At Sugar Pine Suites;Short Fiction 2,48327,,,https://apex-magazine.com/short-fiction/security-breach-at-sugar-pine-suites/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/K3kvvO7gztMbDhHCv4m7hW0pfJI.json,TRUE
Tv+HNY9YFknHuE1J/qSZrktuZQw=,Aishiteru Means I Love You,Troy Tang,2015-12-08,Short Fiction,Aishiteru Means I Love You;Apex Magazine;Issue 79;Short Fiction 2;Troy Tang,10632,,,https://apex-magazine.com/short-fiction/aishiteru-means-i-love-you/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/aF+SxEjFq9pwJGHb1U7lPtMhQHU.json,TRUE
4lWwILsfqpNncvn/R6+EMEm8bP4=,She Called Me Sweetie,Glenn Lewis Gillette,2009-07-07,Short Fiction,Apex Magazine;Glenn Lewis Gillette;Issue 1;She Called Me Sweetie;Short Fiction 2,3796,,,https://apex-magazine.com/short-fiction/she-called-me-sweetie/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/7V4yxrfCan3PaPIqDabThU8aiIw.json,TRUE
/9VHTxi2fonsEOQEfVAxe/BIzeA=,Soliloquy in a Cheap Diner Off Route 66,James Beamon,2017-01-12,Short Fiction,Apex Magazine;Issue 92;James Beamon;Short Fiction 2;Soliloquy In A Cheap Diner Off Route 66,12820,,,https://apex-magazine.com/short-fiction/soliloquy-in-a-cheap-diner-off-route-66/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/YlF9DtlWGIb517bJXz6pSuj8wvs.json,TRUE
beoo78eExWElDHzngdc+7YQD2dI=,Toward a New Lexicon of Augury,Sabrina Vourvoulias,2018-11-06,Short Fiction,Apex Magazine;Issue 114;Sabrina Vourvoulias;Short Fiction 2;Toward A New Lexicon Of Augury,15843,,,https://apex-magazine.com/short-fiction/toward-a-new-lexicon-of-augury/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/dEuE3bl17HKnfM3WCAPFke4aOAc.json,TRUE
pTTDXMcmVM6OehH1kyCTOjg43Ik=,Trixie and the Pandas of Dread,Eugie Foster,2013-01-01,Short Fiction,Apex Magazine;Eugie Foster;Issue 44;Short Fiction 2;Trixie And The Pandas Of The Dead,4720,,,https://apex-magazine.com/short-fiction/trixie-and-the-pandas-of-dread/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/nvYaxUXgq5D4is8Kb9ayuzGIo1A.json,TRUE
3dBpcTNFjjtECNZa1fbz613MZ6E=,Frank,Betsy Phillips,2011-09-06,Short Fiction,Apex Magazine;Betsy Phillips;Frank;Issue 28;Short Fiction 2,3849,,,https://apex-magazine.com/short-fiction/frank-2/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/2DS1lHc9bKEfsLAp-mWC0AjeHpg.json,TRUE
vMqukmNaIjKs6zZYScBoSumI0Ss=,Aethra,Michalis Manolios,2021-12-23,Short Fiction,Aethra;Apex Magazine;Cw;International Futurists;Issue 128;Michalis Manolios;Short Fiction 2;Translated,49995,,,https://apex-magazine.com/short-fiction/aethra/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/tZXQi+97wNvVoFN8OT7F8u9hfA4.json,TRUE
14jJIZ/4yN4OPqsVfOWStcvzCGM=,The Standard of Ur,Hassan Abdulrazzak,2018-10-16,Short Fiction,Apex Magazine;Hassan Abdulrazzak;Issue 113;October 2018;Short Fiction 2;The Standard Of Ur,15784,,,https://apex-magazine.com/short-fiction/the-standard-of-ur/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/3IGz4wJA5d6L6jcoZ-MoVmYcIL4.json,TRUE
WNE+3Mb39qiMb2ygPArtCcUggqE=,Never Chose This Way,Shira Lipkin,2015-07-07,Short Fiction,Apex Magazine;Issue 74;Never Chose This Way;Shira Lipkin;Short Fiction 2,9727,,,https://apex-magazine.com/short-fiction/never-chose-this-way/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/JGxgNGDcPmWAnS7wQIHqG+hhrgw.json,TRUE
d9LXef/KQOY0XAIbdkuNZs3qIdE=,Sing Me Your Scars,Damien Angelica Walters,2015-03-03,Short Fiction,Apex Magazine;Damien Angelica Walters;Issue 70;Reprint;Short Fiction 2;Sing Me Your Scars,9275,,,https://apex-magazine.com/short-fiction/sing-me-your-scars/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/EGvVkeC1bTUov5DFJq6cz+gaPhM.json,TRUE
TlmOKVBD/OnsaEMCX+gw51tZ1e0=,"It Is Healing, It Is Never Whole",Sunny Moraine,2015-08-04,Short Fiction,Apex Magazine;Cw;Issue 75;It Is Healing It Is Never Whole;Short Fiction 2;Sunny Moraine,9795,,,https://apex-magazine.com/short-fiction/it-is-healing-it-is-never-whole/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/ayflhM4HvuAi-kwd8CumJsSeJ3o.json,TRUE
Fkr0lDR4l2i/pdMWD5p4lqKheqM=,Holiday Horrors: Triangle Eyes,Chris Clemens,2022-10-13,Short Fiction,Apex Magazine;Chris Clemens;Holiday Horrors;Issue 133;Short Fiction 2;Triangle Eyes,58722,,,https://apex-magazine.com/short-fiction/holiday-horrors-triangle-eyes/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/xyRs02InaHSfJ4IJhQX28YgmPqo.json,TRUE
lSsWDUTalmOqvFpLi3THEmkcTkA=,Whose Mortal Taste,E.K. Wagner,2021-11-11,Short Fiction,Apex Magazine;Cw;Erin K Wagner;Issue 127;Short Fiction 2;Whose Mortal Taste,49187,,,https://apex-magazine.com/short-fiction/whose-mortal-taste/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/BCK5pwIPyztZ04Tr+LtoTS9aJjw.json,TRUE
AmI/5Ssu/U9zvlEffJwlUkHYnpw=,Clap Your Hands,Andrew F. Kooy,2018-04-03,Short Fiction,Andrew F Kooy;Apex Magazine;Clap Your Hands;Issue 107;Short Fiction 2,14864,,,https://apex-magazine.com/short-fiction/clap-your-hands/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/Pf1c7fSTfiCmvnIjVx+QdhTnbSE.json,TRUE
LBrHbrgHh5s/AkSG2uJ9ev8R4Bs=,Something New for the Silent,ZZ Claybourne,2022-10-18,Short Fiction,Apex Magazine;Issue 133;Short Fiction 2;Something New For The Silent;Zig Zag Claybourne,58825,,,https://apex-magazine.com/short-fiction/something-new-for-the-silent/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/9QfmTtEzKsoubGCXdbY1g6A5+zs.json,TRUE
hKTMUdmfq63T84ksA3sURuyvEqo=,My Voice Is in My Sword,Kate Elliott,2013-02-05,Short Fiction,Apex Magazine;Issue 45;Kate Elliot;My Voice Is In My Sword;Reprint;Short Fiction 2,4877,,,https://apex-magazine.com/short-fiction/my-voice-is-in-my-sword/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/f-bgT-6HTU2KJwpFlyzK+lDbNUU.json,TRUE
dVptaXeD/lLerMnJdE7p1i5WiOg=,The Legacy of Alexandria,Maurice Broaddus,2020-11-10,Short Fiction,Apex Magazine;Cw;Maurice Broaddus;Promo Issue 2020;Short Fiction 2;The Legacy Of Alexandria,34774,,,https://apex-magazine.com/short-fiction/the-legacy-of-alexandria/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/HjSMKsUwfQvH3sYh+JaLU3ncu4M.json,TRUE
1Xns0gHUhfagVOaRss5W8mq76EY=,The Matriarchs,Lois Mei-en Kwa,2023-04-18,Short Fiction,Apex Magazine;Asian And Pacific Islanders Special Issue;Cw;Issue 137;Lois Mei En Kwa;Short Fiction 2;The Matriarchs,62933,,,https://apex-magazine.com/short-fiction/the-matriarchs/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/aJMR+vv3Kz54SrxNafhb6Sz6LF4.json,TRUE
A7+h0JoLqmbS+fKjIGaxR8mrec4=,The Day When the Last War Is Over,Sergey Gerasimov,2022-09-13,Short Fiction,Apex Magazine;Cw;Issue 133;Sergey Gerasimov;The Day When The Last War Is Over,58420,,,https://apex-magazine.com/short-fiction/the-day-when-the-last-war-is-over/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/o0fRUc-wEi5s6hgVJXOsQ7UMp7A.json,TRUE
5Wz/nm7XMfyAuZBPrpMyEXTmhDQ=,The Girl in the Basement,Matthew Kressel,2009-09-08,Short Fiction,Apex Magazine;Issue 3;Matthew Kressel;Short Fiction 2;The Girl In The Basement,1317,,,https://apex-magazine.com/short-fiction/the-girl-in-the-basement/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/tJrEx4UoDiZaNfdc+c-tXVrn6+E.json,TRUE
7ut4L0L3IvdhpThB8Aeq43E6VLQ=,The Pulse of Memory,Beth Dawkins,2019-01-01,Short Fiction,Apex Magazine;Beth Dawkins;Issue 116;January 2019;Short Fiction 2;The Pulse Of Memory,16046,,,https://apex-magazine.com/short-fiction/the-pulse-of-memory/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/cXXMsAB6A+q1Led7yZJT-wp1EZ0.json,TRUE
AoqoV7kOCGO4fM1s2UU/mZhR0y4=,Happy Trails,"Theodore C. Van Alst, Jr.",2021-10-07,Short Fiction,Apex Magazine;Cw;Happy Trails;Issue 126;Short Fiction 2;Theodore C Van Alst Jr,48397,,,https://apex-magazine.com/short-fiction/happy-trails/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/T2P1XgpuCLqNcyyndMtiAY96nzs.json,TRUE
an15M5cLj/XMMSEDsqf5UA60w2w=,"This Shattered Vessel, Which Holds Only Grief",Izzy Wasserstein,2021-11-04,Short Fiction,Apex Magazine;Cw;Issue 127;Izzy Wasserstein;Short Fiction 2;This Shattered Vessel Which Holds Only Grief,49082,,,https://apex-magazine.com/short-fiction/this-shattered-vessel-which-holds-only-grief/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/Wr-uQewwi7y+jksImTnMLeSfDig.json,TRUE
8SpPkAyhoy2oOxnM0yPkTKAFq3g=,Deep Night,Tenea D. Johnson,2021-09-13,Short Fiction,Apex Magazine;Cw;Deep Night;Issue 125;Reprint;Tenea D Johnson,47658,,,https://apex-magazine.com/short-fiction/deep-night/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/A7cn-liWpdTAq3Wtb2LM-xG1kJo.json,TRUE
twq8/ZSBG+bgPTAZQo5phLI3zT8=,The Whispered Thing,Zach Lynott,2011-08-02,Short Fiction,Apex Magazine;Issue 27;Short Fiction 2;The Whispered Thing;Zach Lynott,135,,,https://apex-magazine.com/short-fiction/the-whispered-thing/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/OTDv1eP4QnkAk85sQQ8HlN+CvSc.json,TRUE
baHwumDGiSGhBER9L7PUNmbD6Ow=,Charaid Dreams,Rati Mehrotra,2015-03-03,Short Fiction,Charaid Dreams;Issue 70;Rati Mehrotra;Short Fiction 2,9233,,,https://apex-magazine.com/short-fiction/charaid-dreams/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/OIre+CdQSnll4qa3UcoXgZ327Ik.json,TRUE
BreRkMZ3MKnTJTk/aguOE3B5kQg=,"The Chariots, the Horsemen",Stephanie Malia Morris,2018-07-10,Short Fiction,Apex Magazine;Issue 110;Short Fiction 2;Stephanie Malia Morris;The Chariots The Horsemen,15373,,,https://apex-magazine.com/short-fiction/the-chariots-the-horsemen/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/pDQ3TC95gWdaNermdwNbPGWDiWU.json,TRUE
4adSAddMoOYk2oT0nqKfvzLbNN8=,Kenny 149,Brad Becraft,2009-08-03,Short Fiction,Apex Magazine;Brad Becraft;Issue 2;Kenny 149;Short Fiction 2,1293,,,https://apex-magazine.com/short-fiction/kenny-149/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/xKdLjjf332RWp0bmuSTRQJxjbpQ.json,TRUE
ln+xr9R8J6pFnbVO9cyxFZA34kA=,The Fruit of the Princess Tree,Sage Tyrtle,2022-05-17,Short Fiction,Apex Magazine;Cw;Issue 131;Sage Tyrtle;Short Fiction 2;The Fruit Of The Princess Tree,53616,,,https://apex-magazine.com/short-fiction/the-fruit-of-the-princess-tree/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/NzCE5t27CZ2gmheoBa2PpEg1GBM.json,TRUE
VziUqieybTEOIFWEKurkSzWz2Gs=,The Thing in the Refrigerator That Could Stop Time,Matthew Kressel,2010-06-09,Short Fiction,Apex Magazine;Issue 13;Matthew Kressel;Reprint;Short Fiction 2;The Thing In The Refrigerator That Could Stop Time,4637,,,https://apex-magazine.com/short-fiction/the-thing-in-the-refrigerator-that-could-stop-time/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/GVzgr5SClo0d-mX735BN5nn47VU.json,TRUE
eY/vAlUJoVEQ7w7YhfUkoits3bc=,Dreamports,Tlotlo Tsamaase,2021-12-20,Short Fiction,Apex Magazine;Cw;Dreamports;International Futurists;Issue 128;Short Fiction 2;Tlotlo Tsamaase,49915,,,https://apex-magazine.com/short-fiction/dreamports/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/he-6f+XulmLaQHFstV33LrCkGnw.json,TRUE
QOkOX3TuvyKQtlzzmigiJXDDQp4=,"Sheri, At This Very Moment",Bianca Sayan,2022-01-18,Short Fiction,Apex Magazine;Bianca Sayan;Cw;Issue 129;Sheri At This Very Moment;Short Fiction 2,52290,,,https://apex-magazine.com/short-fiction/sheri-at-this-very-moment/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/TpPJCZPLJTuZphoiYuNzJg8wKhM.json,TRUE
bHyfyeMO3gzeeC4gwaayeYAVJgE=,Sister Rosetta Tharpe and Memphis Minnie Sing the Stumps Down Good,LaShawn W. Wanak,2019-05-31,Short Fiction,Apex Magazine;Issue 120;Lashawn M Wanak;Short Fiction 2;Sister Rosetta Tharpe And Memphis Minnie Sing The Stumps Down Good,16522,,,https://apex-magazine.com/short-fiction/sister-rosetta-tharpe-and-memphis-minnie-sing-the-stumps-down-good/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/PJGgLfFj8nP4ON9ya9XGpHU5DsA.json,TRUE
sDUFclx76pyAHET9UUlEKhC5f2o=,The Behemoth Beaches,Maggie Slater,2016-05-19,Short Fiction,Apex Magazine;Issue 84;Maggie Slater;Short Fiction 2;The Behemoth Beaches,11661,,,https://apex-magazine.com/short-fiction/the-behemoth-beaches/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/IuxNFmov7zEfP2+HOGgYGI3yajw.json,TRUE
JJ6EexX6x1D0ieZDYFB2lsaZ2Z8=,Your Space Between,Marie Croke,2022-08-02,Short Fiction,Apex Magazine;Cw;Issue 132;Marie Croke;Short Fiction 2;Your Space Between,56977,,,https://apex-magazine.com/short-fiction/your-space-between/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/bQt+zrgwgqZjbQB+2+xuQwJ0OKs.json,TRUE
1abYqaEtjPpl5ZrhZJTYoAtqZgM=,Abomination Rises on Filthy Wings,Rachel Swirsky,2013-07-02,Short Fiction,Abomination Rises Of Filthy Wings;Apex Magazine;Issue 50;Rachel Swirsky;Short Fiction 2,6271,,,https://apex-magazine.com/short-fiction/abomination-rises-on-filthy-wings/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/yJ8NCdITHx+EcKkFZo7icU79chE.json,TRUE
3+w16i7gFrqyybYr1i39eNwR+oE=,Luminaria,John Hornor Jacobs,2017-03-07,Award Nominees;Short Fiction,Apex Magazine;Award;Darrell Award;Issue 94;John Hornor Jacobs;Luminaria;Short Fiction 2,13085,,,https://apex-magazine.com/short-fiction/luminaria/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/JDZ5IlPH2e+TWXskQP6M1Q3BdJ0.json,TRUE
Va7PuqtZMSXJ/zarXO3l/jSs6D8=,A Night Out at a Nice Place,Nick Mamatas,2018-01-09,Short Fiction,A Night Out At A Nice Place;Apex Magazine;Issue 104;Nick Mamatas;Short Fiction 2,14382,,,https://apex-magazine.com/short-fiction/a-night-out-at-a-nice-place/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/iI9w0WsLlY-8XpADN5mguMnEvHw.json,TRUE
