fingerprint,title,author,date,categories,tags,id,license,comments,source,source-hostname,hostname,excerpt,filename,has_text
DK/xWZaqwy2jHzt9uFs7a0/Ocvk=,Erzulie Dantor,Tim Susman,2012-11-06,Short Fiction,Apex Magazine;Erzulie Dantor;Issue 42;Short Fiction 2;Tim Susman,4281,,,https://apex-magazine.com/short-fiction/erzulie-dantor/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/n1bekkNYgCbOIta4znDUIQL94gI.json,TRUE
WiT+ZJ402gc8HEJHurH8nrZ9o8U=,The Last Stand of the Ant Maker,Paul Jessup,2010-04-07,Short Fiction,Apex Magazine;Issue 12;Paul Jessup;Short Fiction 2;The Last Stand Of The Ant Maker,4533,,,https://apex-magazine.com/short-fiction/the-last-stand-of-the-ant-maker/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/NvH9c7+l27OPW9WzRmqS3FeidXs.json,TRUE
98H9mpgIXe0Xp+nrtGnSGfG+evQ=,Penelope Waits,Dennis Danvers,2017-10-03,Short Fiction,Apex Magazine;Dennis Danvers;Issue 101;Penelope Waits;Short Fiction 2,13940,,,https://apex-magazine.com/short-fiction/penelope-waits/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/yyVFIkWUldqRjQ1PrhdbiLW213k.json,TRUE
J0YO8J0i1JpHiA9ewkD+LQfftkY=,Memory Tree,Jes Rausch,2015-12-22,Short Fiction,Apex Magazine;Issue 79;Jes Rausch;Memory Tree;Short Fiction 2,10683,,,https://apex-magazine.com/short-fiction/memory-tree/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/87CaAFyMZT-mq0FHcVLprB5fFyA.json,TRUE
RR44IioAMFzjDybw1A8Ll2dc4Dk=,Bargains by the Slant-Light,Cassandra Khaw,2018-10-09,Short Fiction,Apex Magazine;Bargains By The Slant Light;Cassandra Khaw;Issue 113;Short Fiction 2,15769,,,https://apex-magazine.com/short-fiction/bargains-by-the-slant-light/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/eKfnmvKkwbwwylnLnauTsGApDQA.json,TRUE
K/JFcQ0ZIT/pWRQByRTeAxzm8ZQ=,Alternate Girl’s Expatriate Life,Rochita Loenen-Ruiz,2012-04-03,Short Fiction,Alternate Girls Expatriate Life;Apex Magazine;Issue 35;Rochita Loenen Ruiz;Short Fiction 2,3920,,,https://apex-magazine.com/short-fiction/alternate-girls-expatriate-life/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/Uwxhah2pyue29zGq-+MXN+a8FaQ.json,TRUE
gU67KA2fIJypd/p+o/LpHrRo+lY=,Before and After,Ken Liu,2013-12-03,Short Fiction,Apex Magazine;Before And After;Issue 55;Ken Liu;Short Fiction 2,6875,,,https://apex-magazine.com/short-fiction/before-and-after/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/VScU33S2l4hO+-PjvvEC9-r4S3A.json,TRUE
wrQgizdRM9hylRDbi0q52KTk7Ig=,Uniform,Errick Nunnally,2021-06-23,Short Fiction,Apex Magazine;Cw;Errick Nunnally;Issue 123;Reprint;Short Fiction 2;Uniform,42591,,,https://apex-magazine.com/short-fiction/uniform/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/9stayUviYO90FyvxLoTbVP8r-sM.json,TRUE
hyiBTjaz3lJIK7jjDxdLgQ3dgg8=,Valentines,Shira Lipkin,2011-06-12,Short Fiction,Apex Magazine;Issue 25;Reprint;Shira Lipkin;Short Fiction 2;Valentines,3841,,,https://apex-magazine.com/short-fiction/valentines/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/X+1ROUP77ZblqRAOSldZAaNJ-Uc.json,TRUE
a6OzD2z00enXXYXIEjLPsObNNNU=,The Girl Who Had Six Fingers,Brenda Stokes Barron,2010-10-12,Short Fiction,Apex Magazine;Brenda Stokes Barron;Issue 17;Short Fiction 2;The Girl Who Had Six Fingers,1180,,,https://apex-magazine.com/short-fiction/the-girl-who-had-six-fingers/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/g8p4sZsVQGRgJlx6a9uHbUy4Q9Q.json,TRUE
oDpatjMGi6DwMPMCHPrHr9TKoqw=,John Dillinger and the Blind Magician,Allison M. Dickson,2015-01-06,Short Fiction,Allison M Dickson;Apex Magazine;Issue 68;John Dillinger And The Blind Magician;Short Fiction 2,8955,,,https://apex-magazine.com/short-fiction/john-dillinger-and-the-blind-magician/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/M7JYul2NFRqRMXXoIq8TcKIP9Ak.json,TRUE
dBpfSo8ADKT4Y7+NNtAZnUDTq8U=,Perfect,Haddayr Copley-Woods,2014-04-01,Short Fiction,Apex Magazine;Haddayr Copley Woods;Issue 59;Perfect;Short Fiction 2,7537,,,https://apex-magazine.com/short-fiction/perfect/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/8B+NrsaHhaTo+QpxRsWXoNtOCkA.json,TRUE
TVrfjqCPEeKN9fF9JweQ0uZqFnM=,Gasping,Brandon O'Brien,2018-08-21,Short Fiction,Apex Magazine;Brandon Obrien;Gasping;Issue 111;Short Fiction 2,15556,,,https://apex-magazine.com/short-fiction/gasping/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/r94LwjZkmc-fsCWmy7OVt-Nmla0.json,TRUE
mJeViJahgGXiFR9uQNtYVaqvHNU=,During the Pause,Adam-Troy Castro,2012-09-04,Short Fiction,Adam Troy Castro;Apex Magazine;During The Pause;Issue 40;Short Fiction 2,3945,,,https://apex-magazine.com/short-fiction/during-the-pause/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/gl-OuhA8lfHD2ftf1KB-VOwLTtA.json,TRUE
G7L/MYuJ/3zt1DVHOHdPZkztwMY=,The Rat,Yohanca Delgado,2021-09-30,Short Fiction,Apex Magazine;Cw;Issue 125;Reprint;Short Fiction 2;The Rat;Yohanca Delgado,48181,,,https://apex-magazine.com/short-fiction/the-rat/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/Nad6RRob3Bzt93LSJ2p5y5E321k.json,TRUE
tbyKA6xEmxz8fTb0kD6cGV4od/k=,War Dog,Mike Barretta,2016-09-26,Short Fiction,Apex Magazine;Issue 88;Mike Barretta;Reprint;Short Fiction 2;War Dog,12295,,,https://apex-magazine.com/short-fiction/war-dog/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/wfyY4NPYoUfJKyjgeBr4MyLf+Mo.json,TRUE
HtgYI8pdytGzOMx4klKicwKf0VA=,50 Fatwas for the Virtuous Vampire,Pamela K. Taylor,2010-11-08,Short Fiction,50 Fatwas For The Virtuous Vampire;Apex Magazine;Issue 18;Pamela Taylor;Short Fiction 2,1156,,,https://apex-magazine.com/short-fiction/50-fatwas-for-the-virtuous-vampire/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/4dNIKETCVacbO1sOTABhjciFcg0.json,TRUE
tybyJngKB6tnJxaP1MBoTPwx6LU=,How to Be Good,R Gatwood,2021-07-20,Short Fiction,Apex Magazine;Cw;How To Be Good;Issue 124;R Gatwood;Short Fiction 2,44496,,,https://apex-magazine.com/short-fiction/how-to-be-good/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/QBJy2TEXTsEcg5SRDxAekx0UKb8.json,TRUE
9i9erLU6b6tSZ8VxY0UlpURc62I=,Fungal Gardens,Ekaterina Sedia,2009-09-08,Short Fiction,Apex Magazine;Ekaterina Sedia;Fungal Gardens;Issue 3;Short Fiction 2,1323,,,https://apex-magazine.com/short-fiction/fungal-gardens/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/rc5SEKACQ9BptONlqrXQ3rYjHxE.json,TRUE
7xd3iYpjro4j2UFQiDftZt1/0No=,It Rises and Falls and Rises Again,RJ Taylor,2022-03-01,Short Fiction,Apex Magazine;Cw;Issue 130;It Rises And Falls And Rises Again;Rj Taylor;Short Fiction 2,53071,,,https://apex-magazine.com/short-fiction/it-rises-and-falls-and-rises-again/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/zwpcIXAqMkkV8wAfrPMyZj9+63A.json,TRUE
HeRCVTGqn/Oei5oEV2NPAVilANM=,Tumbledown,Kameron Hurley,2017-09-12,Short Fiction,Apex Magazine;Issue 100;Kameron Hurley;Reprint;Short Fiction 2;Tumbledown,13848,,,https://apex-magazine.com/short-fiction/tumbledown/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/JwIyrVDu2me7CpX9hMNPjqCIElY.json,TRUE
jkI09ZcdPO6Sf9IxV+PXcjDcDU8=,Kutraya’s Skies,Dave Creek,2016-01-29,Short Fiction,Apex Magazine;Dave Creek;Issue 80;Katruyas Skies;Reprint;Short Fiction 2,10903,,,https://apex-magazine.com/short-fiction/kutrayas-skies/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/HFtJG2YIDI9k0z9Qv7F6x-4qotA.json,TRUE
VGFHAOQaJz5eUoOzzz9vupADGAM=,A Different Kind of Place,Tobias S. Buckell,2018-06-19,Short Fiction,A Different Kind Of Place;Apex Magazine;Issue 109;Short Fiction 2;Tobias S Buckell,15237,,,https://apex-magazine.com/short-fiction/a-different-kind-of-place/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/TJZ0URW50m3VlzeHxO6FsLLMyx8.json,TRUE
NfT24JNVxPGrGCv0etf+mIQb138=,The Eater,Michael J. Deluca,2011-04-18,Short Fiction,Apex Magazine;Issue 23;Michael J Deluca;Short Fiction 2;The Eater,3823,,,https://apex-magazine.com/short-fiction/the-eater/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/LYwo-j8hi1SvwoPi2KwmD--huko.json,TRUE
0wd0Eg1YQXBbgyhw7K49Vep3JcQ=,They Could Have Been Yours,Joy Baglio,2023-03-17,Short Fiction,Apex Magazine;Cw;Issue 136;Joy Baglio;Short Fiction 2,62014,,,https://apex-magazine.com/short-fiction/they-could-have-been-yours/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/+6YwkckxSuka6bkjVMY7hKscMzQ.json,TRUE
qfavo2rY2vgOiP+mXr4Pb0suksc=,Brief Life Story of Lila,Danny Cherry Jr.,2022-10-25,Short Fiction,Apex Magazine;Brief Life Story Of Lila;Cw;Danny Cherry Jr;Issue 133,59500,,,https://apex-magazine.com/short-fiction/brief-life-story-of-lila/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/GQVvXlbgEm9b2skXuDSJBAXkc2w.json,TRUE
1j30PFRnr3g7x2NjOCxAzWFt73o=,The Sandbirds of Mirelle,John Moran,2014-08-04,Short Fiction,Apex Magazine;Issue 63;John Moran;Short Fiction 2;The Sandbirds Of Mirelle,8233,,,https://apex-magazine.com/short-fiction/the-sandbirds-of-mirelle/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/3Ly4MBp4UoP7e1MSu0nm4xP5lss.json,TRUE
GRdhlsVm9Z4HI9PKDjFDbdG71hc=,Snipe Hunting,Jennifer Brozek,2010-04-07,Short Fiction,Apex Magazine;Issue 11;Jennifer Brozek;Short Fiction 2;Snipe Hunting,4527,,,https://apex-magazine.com/short-fiction/snipe-hunting/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/gMLTy4vt6mBLqouqc3iOJQ8wCfI.json,TRUE
DgEx4YeWD5dqFVBofy4c1NmDnow=,Zebulon Vance Sings the Alphabet Songs of Love,Merrie Haskell,2013-02-05,Short Fiction,Apex Magazine;Issue 45;Merrie Haskell;Short Fiction 2;Zebulon Vance Sings The Alphabet Songs Of Love,4882,,,https://apex-magazine.com/short-fiction/zebulon-vance-sings-the-alphabet-songs-of-love/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/SkKC3k89-17n-dNYTZ-NSPR8GiU.json,TRUE
whUpeJzqZFSSqhgKr8JTfxk0gAU=,The Binding of Ming-tian,Emily Jiang,2013-05-07,Short Fiction,Apex Magazine;Emily Jiang;Issue 48;Short Fiction 2;The Binding Of Ming Tian,5206,,,https://apex-magazine.com/short-fiction/the-binding-of-ming-tian/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/F18br3RAv8OODNWhG+k+6XwmRUU.json,TRUE
qyp4PuTtJ71saNBqr0eKN6uio1Q=,To Die for Moonlight,Sarah Monette,2013-07-02,Short Fiction,Apex Magazine;Best Of The Year Reprint;Issue 50;Sarah Monette;Short Fiction 2;To Die For Moonlight,6252,,,https://apex-magazine.com/short-fiction/to-die-for-moonlight/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/iLDySm2AbPhS9z85c06n2iWtJv4.json,TRUE
ZfbHeNlD2G/M3gbuhf1lSYP827s=,River Street,Susannah Mandel,2018-09-11,Short Fiction,Apex Magazine;Issue 112;River Street;S R Mandel;Short Fiction 2,15647,,,https://apex-magazine.com/short-fiction/river-street/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/YqIxGO2XAWp3ajokt3CLrN2OqsU.json,TRUE
7q21EAdv8FXz3LPu0kiwi7RRpAk=,The Boy Who Loved Death,Hal Duncan,2013-09-03,Short Fiction,Apex Magazine;Hal Duncan;Issue 52;Short Fiction 2;The Boy Who Loved Death,6565,,,https://apex-magazine.com/short-fiction/the-boy-who-loved-death/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/mXM4Eaqh5--fRBzaWtoX1+BOFZk.json,TRUE
ZDoDSo9M5vUFu/BI1oeag6PeleY=,Going Endo,Rich Larson,2015-07-07,Short Fiction,Apex Magazine;Going Endo;Issue 74;Rich Larson;Short Fiction 2,9712,,,https://apex-magazine.com/short-fiction/going-endo/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/fzvDWWCucYq6HMdtLpxAHCsdxhQ.json,TRUE
fUKaxZIHUlbq4QPoFDgAhclc77s=,Elena’s Angel,Aimee Ogden,2017-06-06,Short Fiction,Aimee Ogden;Apex Magazine;Elenas Angel;Issue 97;Short Fiction 2,13458,,,https://apex-magazine.com/short-fiction/elenas-angel/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/Q1xuyEagnkKgE-ZIubl2LHsl4Jk.json,TRUE
4fIVs53NaMjOM/AYnohvppXh38c=,Observations of a Small Object in Decaying Orbit,Margaret Dunlap,2022-12-06,Short Fiction,Apex Magazine;Cw;Issue 134;Margaret Dunlap;Observations Of A Small Object In Decaying Orbit;Short Fiction 2,60630,,,https://apex-magazine.com/short-fiction/observations-of-a-small-object-in-decaying-orbit/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/Qv62rc-gEe4exEYOYYajmIFHvOQ.json,TRUE
yZ4HuRr7cvNE4ppWjDiMDgX60sI=,Death Flowers of Never-Forgotten Love,Jason Sanford,2016-03-15,Short Fiction,Apex Magazine;Death Flowers Of A Never Forgotten Love;Issue 82;Jason Sanford;Short Fiction 2,11245,,,https://apex-magazine.com/short-fiction/death-flowers-of-a-never-forgotten-love/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/g1aTnuJePBRs6koHlbhZAYrStEI.json,TRUE
mVd1twoeLo3tBqMko/lIT35NI+g=,Where I’m Bound,Nina Kiriki Hoffman,2015-03-03,Short Fiction,Apex Magazine;Issue 70;Nina Kiriki Hoffman;Short Fiction 2;Where Im Bound,9245,,,https://apex-magazine.com/short-fiction/where-im-bound/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/ZdVpF+Z6Pl0ix+nDBDBjYxmF1v4.json,TRUE
znTiNZlgQsDul/egcRGxcbRjUhc=,Throw Rug,Aurelius Raines II,2021-05-18,Short Fiction,Apex Magazine;Aurelius Raines Ii;Cw;Issue 123;Short Fiction 2;Throw Rug,40816,,,https://apex-magazine.com/short-fiction/throw-rug/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/9xRH+wV9sRuKwDp6DhLUh85UV1M.json,TRUE
GU5hs7bvc1wiWudLwuu0jSufA44=,Coyote Gets His Own Back,Sarah Monette,2012-07-03,Short Fiction,Apex Magazine;Coyote Gets His Own Back;Issue 38;Sarah Monette;Short Fiction 2,3936,,,https://apex-magazine.com/short-fiction/coyote-gets-his-own-back/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/64MB9PPrrUtLiTVUS5t+78+fS2s.json,TRUE
18D7EY88qhn9N2Xa+oZexk0+uzI=,Proximity,Alex Livingston,2015-06-02,Short Fiction,Alex Livingston;Apex Magazine;Issue 73;Proximity;Short Fiction 2,9575,,,https://apex-magazine.com/short-fiction/proximity/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/3kQUj9NKXcCs4vmODubuXyqLanA.json,TRUE
WWIOgXXTzNgZFnjiHVLtwpngHSg=,Cape to Cairo,Eden Robins,2014-06-03,Short Fiction,Apex Magazine;Cape To Cairo;Eden Robins;Issue 61;Short Fiction 2,7782,,,https://apex-magazine.com/short-fiction/cape-to-cairo/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/hUH8GVyXbjN+M-nC9uegTNqQpPc.json,TRUE
Xi6ssPvJi80xCCd3SribRyaJCsU=,For Southern Girls When the Zodiac Ain’t Near Enough,Eden Royce,2018-08-07,Short Fiction,Apex Magazine;Eden Royce;For Southern Girls When The Zodiac Aint Near Enough;Issue 111;Short Fiction 2,15474,,,https://apex-magazine.com/short-fiction/for-southern-girls-when-the-zodiac-aint-near-enough/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/-547qlS4pAian+I2sUQJ5XBPUvE.json,TRUE
jHAaFG9FtgJAymxB3REEuh8HtjQ=,Undercity,Nir Yaniv,2012-08-07,Short Fiction,Apex Magazine;Issue 39;Nir Yaniv;Reprint;Short Fiction 2;Undercity,3939,,,https://apex-magazine.com/short-fiction/undercity/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/sODyaiG0de10VSU0COIk-hMO5r8.json,TRUE
NHA0bP7xbEnRk0I/brvNUnFRSF4=,Falling Leaves,Liz Argall,2014-05-06,Short Fiction,Apex Magazine;Aurealis Award;Award;Falling Leaves;Issue 60;Liz Argall;Short Fiction 2,7667,,,https://apex-magazine.com/short-fiction/falling-leaves/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/cJSFBrrhimjgmMmRf3m8UBushlg.json,TRUE
l9RNMttMgavc6M5t7Hn7HxuA3mU=,Sundown,Tobias S. Buckell,2017-06-27,Short Fiction,Apex Magazine;Issue 97;Reprint;Short Fiction 2;Sundown;Tobias Buckell,13574,,,https://apex-magazine.com/short-fiction/sundown/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/5ymGSly-a+r5LjYhnMSs8XGwI2w.json,TRUE
f1B69HBTTMhYE7kXbQJNrsuSurk=,1957,Stephen Cox,2016-05-03,Short Fiction,2134;Apex Magazine;Issue 84;Short Fiction 2;Stephen Cox,11513,,,https://apex-magazine.com/short-fiction/1957-stephen-cox/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/v09zy7blGswcUAc4bLKORs0yQH8.json,TRUE
M3Kirg8l9wnrVT6qM9GVs//dmnI=,Decomposition,Rachel Swirsky,2012-05-01,Short Fiction,Apex Magazine;Decomposition;Issue 36;Rachel Swirsky;Short Fiction 2,3925,,,https://apex-magazine.com/short-fiction/decomposition/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/zL+PU-qZ0kUzD8BTPs+gfsYBXTM.json,TRUE
tiC/gq6+T8Cwro5h4q6H4pDQuro=,"Kamer-taj, the Moon-horse",Dr. Ignácz Kúnos,2010-11-08,Short Fiction,Apex Magazine;Issue 18;Kamer Taj The Moon Horse;Reprint;Short Fiction 2,3818,,,https://apex-magazine.com/short-fiction/kamer-taj-the-moon-horse/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/WDwWYpA5qY9cpt5MarIgsGKRXDY.json,TRUE
ZeUBNA6ADc1SY3WGU9GWU3Ug+7E=,The Teratologist’s Brother,Brandon H. Bell,2016-04-05,Short Fiction,Apex Magazine;Brandon H Bell;Issue 83;Short Fiction 2;The Teratologists Brother,11317,,,https://apex-magazine.com/short-fiction/the-teratologists-brother/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/vpUrjwl2N7LrlOh0U19LJjjbeYw.json,TRUE
JQ/qBYZvmA9jM49Z8CnxIUPRqEQ=,Sacrifice,Jennifer Pelland,2012-09-04,Short Fiction,Apex Magazine;Issue 40;Jennifer Pelland;Sacrifice;Short Fiction 2,2015,,,https://apex-magazine.com/short-fiction/sacrifice/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/AU0-AZprt86CXl4vD+kWlUgNJkw.json,TRUE
cu30HV8j54nuwQkuqpTVWw2IVZ4=,The Second Card of the Major Arcana,Thoraiya Dyer,2012-04-03,Short Fiction,Apex Magazine;Issue 35;Short Fiction 2;The Second Card Of The Major Arcana;Thoraiya Dyer,3919,,,https://apex-magazine.com/short-fiction/the-second-card-of-the-major-arcana/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/MxgLjmi-XmCRFRCvMr8+MsGQeuY.json,TRUE
MbPJVKMqWbsFR2Ckw9qeJx1kycw=,Winter Scheming,Brit Mandelo,2012-06-05,Short Fiction,Apex Magazine;Brit Mandelo;Issue 37;Short Fiction 2;Winter Scheming,1735,,,https://apex-magazine.com/short-fiction/winter-scheming-2/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/o3Y1y4TzlYATXVotK8AbdMU9EP8.json,TRUE
uaQhtuf8EDnDrYVpfocfKC4Crsk=,L’esprit de L’escalier,Peter M. Ball,2010-09-13,Short Fiction,Apex Magazine;Issue 16;Lesprit De Lescalier;Peter M Ball;Short Fiction 2,3799,,,https://apex-magazine.com/short-fiction/lesprit-de-lescalier/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/-7Vx9mgqVhwJZWoppzSYu9AuPdE.json,TRUE
TBZEtnTZ/XPsECC7Nw+V6nMybWY=,"Godzilla vs Buster Keaton, Or: I Didn’t Even Need a Map",Gary A. Braunbeck,2018-11-13,Short Fiction,Apex Magazine;Gary A Braunbeck;Godzilla Vs Buster Keaton;Issue 114;Short Fiction 2,15867,,,https://apex-magazine.com/short-fiction/godzilla-vs-buster-keaton-or-i-didnt-even-need-a-map/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/6NqXryWyR6v9jjV-XQRPsUvV86Y.json,TRUE
/QArQWKf/lTx3NQmSH943FEl/fI=,"Daughter, Mother, Charcoal",Akis Linardos,2023-02-14,Short Fiction,Akis Linardos;Apex Magazine;Cw;Daughter Mother Charcoal;Issue 135;Short Fiction 2,61764,,,https://apex-magazine.com/short-fiction/daughter-mother-charcoal/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/k4DjaYhv659QWAnruNLdhibFr+k.json,TRUE
B4xwx7PLJn6v1JPXT0myat2gB/g=,Waste,Mary Elizabeth Burroughs,2017-03-14,Short Fiction,Apex Magazine;Issue 94;Mary Elizabeth Burroughs;Short Fiction 2;Waste,13126,,,https://apex-magazine.com/short-fiction/waste/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/m4mQG5iwhNeMhEHqkbT1QhoavGY.json,TRUE
LuywJjaUP3/T4kgLRmk5UyOGk80=,Christmas is Coming,Gina L Grandi,2015-12-23,Short Fiction,2015 Christmas Invasion Flash Fiction Finalist;Apex Magazine;Christmas Is Coming;Gina L Grandi;Issue 79;Short Fiction 2,10688,,,https://apex-magazine.com/short-fiction/christmas-is-coming/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/THUbRvwwY1k-SszUG0jWDWE5z0A.json,TRUE
D87W/fm9A5tM12qE29C8zGYGDCw=,A Brief Lesson in Native American Astronomy,Rebecca Roanhorse,2021-10-25,Short Fiction,A Brief Lesson In Native American Astronomy;Apex Magazine;Issue 126;Rebecca Roanhorse;Reprint;Short Fiction 2,48839,,,https://apex-magazine.com/short-fiction/a-brief-lesson-in-native-american-astronomy/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/0y8buqqrZFj4488DL8lvBmBQ83k.json,TRUE
T98flxV5pyvllVsiv1eJ3K0B5NA=,The Barnum Effect,Celia Neri,2018-08-28,Short Fiction,Apex Magazine;Celia Neri;Issue 111;Short Fiction 2;The Barnum Effect,15593,,,https://apex-magazine.com/short-fiction/the-barnum-effect/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/xFtHPJFRC06cH99QKx-+L-060Ds.json,TRUE
ZAdNapKITbfg2Aq+sjDHmmF6bds=,Lazarus and the Amazing Kid Phoenix,Jennifer Giesbrecht,2016-07-04,Short Fiction,Apex Magazine;Issue 86;Jennifer Giesbrecht;Lazarus And The Amazing Kid Phoenix;Short Fiction 2,11906,,,https://apex-magazine.com/short-fiction/lazarus-and-the-amazing-kid-phoenix/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/PtfjaoCec0c2z99QVfIa4XVrpOU.json,TRUE
uIkvANobJXT2+D0oTehQKPzFSPY=,All That Fairy Tale Crap,Rachel Swirsky,2013-12-03,Short Fiction,All That Fairy Tale Crap;Apex Magazine;Issue 55;Rachel Swirsky;Reprint;Short Fiction 2,6885,,,https://apex-magazine.com/short-fiction/all-that-fairy-tale-crap/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/+cZGjrkL7cmDJFqxOMmkgxK67wQ.json,TRUE
2uuzBS8VkQrlUrlyRpTArpLNvSs=,So Glad We Had This Time Together,Cat Rambo,2012-01-03,Short Fiction,Apex Magazine;Cat Rambo;Issue 32;Short Fiction 2;So Glad We Had This Time Together,1010,,,https://apex-magazine.com/short-fiction/so-glad-we-had-this-time-together/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/qaRoTqgidmiIjb8S1XaFNTEN5dM.json,TRUE
Q8lvyKUn3jnCW7+fVA4o1P8xARI=,The Best Friend We Never Had,Nisi Shawl,2018-01-18,Short Fiction,Apex Magazine;Issue 104;Nisi Shawl;Short Fiction 2;The Best Friend We Never Had,14413,,,https://apex-magazine.com/short-fiction/the-best-friend-we-never-had/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/OXTqVwsQlnkDj+VQ8mAf4MmNRWo.json,TRUE
uBUrgEGiw4h4bG+SUUJoFCjzpTs=,The Stagman’s Song,Ginger Weil,2014-11-04,Short Fiction,Apex Magazine;Ginger Weil;Issue 66;Short Fiction 2;The Stagmans Song,8692,,,https://apex-magazine.com/short-fiction/the-stagmans-song/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/dZA-hYEVL068xj3aTqyv23zKE-s.json,TRUE
gONpgsFSnEDdndhJUtoOESlsRl4=,The synchronism of touch,Gabriela Damián Miravete,2021-12-16,Short Fiction,Apex Magazine;Cw;Gabriela Damian Miravete;International Futurists;Issue 128;Short Fiction 2;The Synchronism Of Touch;Translated,49923,,,https://apex-magazine.com/short-fiction/the-synchronism-of-touch/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/PZz+sB7DFAT+Z5hxKG6GyzV03gk.json,TRUE
nz+Cqhn2Eao/fnLV1foRIqJgZ9U=,Prism,Stefanie Elrick,2018-08-14,Short Fiction,Apex Magazine;Issue 111;Prism;Short Fiction 2;Stefanie Elrick,15520,,,https://apex-magazine.com/short-fiction/prism/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/-H9jQvbYUiqcLN+eeRMCeAzyypo.json,TRUE
f7slRgwKo0xBmDc80PpCx6G8P5M=,City of Refuge,Jerry Gordon,2010-05-07,Short Fiction,Apex Magazine;City Of Refuge;Issue 12;Jerry Gordon;Short Fiction 2,4538,,,https://apex-magazine.com/short-fiction/city-of-refuge/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/iHhbZUyyjsEZaDHY6dxRwIbdlew.json,TRUE
