fingerprint,title,author,date,categories,tags,id,license,comments,source,hostname,source-hostname,excerpt,filename,has_text
X3xWZbOgZ0dw1q9dDOFpbm1svh4=,The License Plate Game,Samantha Henderson,2011-11-01,,,,,,https://www.bourbonpenn.com/issue/3/the-license-plate-game-by-samantha-henderson,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/X-lVd7hDslvDq7RgGvLB39ZrZFw.json,TRUE
wy9PM9Dug/wrAOgyeOj5I8+rtTY=,The Further Shore,J. Ashley Smith,2018-03-01,,,,,,https://www.bourbonpenn.com/issue/15/the-further-shore-by-j-ashley-smith,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/Uakb3qurSgfruObQ8FcVEF606JE.json,TRUE
Q/dj7myITvRVAyD8Xx2ieMVjj5U=,Smile,William Basso,2019-03-01,,,,,,https://www.bourbonpenn.com/issue/17/cover-art-smile-by-william-basso,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/hucdv9yPKF0Q8VW1-ZbRwcUJbj8.json,TRUE
k1CNtUoIDZjEHxECHpvJ/qYFXBM=,Failure’s Not an Option,Michelle Ann King,2017-09-01,,,,,,https://www.bourbonpenn.com/issue/14/failures-not-an-option-by-michelle-ann-king,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/r7EnF-tykAwEUt5bVLGHLcTFXYk.json,TRUE
BOgghlzFRpFQceis34zyru9wOIY=,Faded Dreams of Division Street,Wayne Allen Sallee,2012-09-01,,,,,,https://www.bourbonpenn.com/issue/5/faded-dreams-of-division-street-by-wayne-allen-sallee,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/RVkC0Ks6dUF8yj5YaD20EWqqSBo.json,TRUE
4RlUzE9iGE/tCmTXQClaLO2dN2Q=,Season of the Hyssop,H. Andrew Lynch,2017-09-01,,,,,,https://www.bourbonpenn.com/issue/14/season-of-the-hyssop-by-h-andrew-lynch,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/wSZeSp5UkCBnScJhQFhKAKEUaoA.json,TRUE
qpvBnZHzyMoglzOAt3SBruURFPc=,The House of Spades and Sorrows,Gretchen Tessmer,2020-11-10,,,,,,https://www.bourbonpenn.com/issue/22/the-house-of-spades-and-sorrows-by-gretchen-tessmer,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/WrxHSbbu7+rkn2wqGgtjAamt87k.json,TRUE
tidgqQPFPvjRiXOC/aOPmKdDyTE=,Learn to Count With the Doomed Expedition,T. B. Jeremiah,2019-11-01,,,,,,https://www.bourbonpenn.com/issue/19/learn-to-count-with-the-doomed-expedition-by-t-b-jeremiah,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/ltzNCarq0asmO5g0Uws3OTApWB4.json,TRUE
ZSMyT5NRb7sgtKozor0UVLeSKDA=,March of the Kewpies,Ryder Collins,2011-02-01,,,,,,https://www.bourbonpenn.com/issue/1/march-of-the-kewpies-by-ryder-collins,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/xaziFfxU1p7l0H1YdzHduuOFGbI.json,TRUE
0WfKgpUmw6OiXJDvbQb92OO3hhE=,Dog,Holly Day,2016-04-01,,,,,,https://www.bourbonpenn.com/issue/11/dog-by-holly-day,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/q4P1-g+Ycvs1QiOt28Wd8HPujlQ.json,TRUE
nyltqI0RjlORcsf3Ky8XfpKGuHo=,Eleanora,Jess Koch,2022-07-01,,,,,,https://www.bourbonpenn.com/issue/27/eleanora-by-jess-koch,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/-KHiGhTXJKjtDbyYqggPF4iJuoU.json,TRUE
1G5UtHVGlq99X6nYMTUHzD6ByRw=,Blow Flies,Erin K. Wagner,2020-07-01,,,,,,https://www.bourbonpenn.com/issue/21/blow-flies-by-erin-k-wagner,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/f-68NhdAFu+OIfmlonDPf+gUlDw.json,TRUE
dkHYqGAiyK574YA3THHjIZtgcwk=,The Worst Breed of Vultures,Walter Dinjos,2016-11-01,,,,,,https://www.bourbonpenn.com/issue/12/the-worst-breed-of-vultures-by-walter-dinjos,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/4sBzgT9Es7j0agLLWGzRSUEF2gw.json,TRUE
rkJsbpolt8cUoRqxPigNHRYmyNA=,What Friends Don’t Tell Friends About Basements,Corey Farrenkopf,2020-11-10,,,,,,https://www.bourbonpenn.com/issue/22/what-friends-dont-tell-friends-about-basements-by-corey-farrenkopf,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/qragGuigT2MUECicvdCTc3X0zcU.json,TRUE
iPN5QhXCOfF7bhH7eLIC07K6LBY=,Exterminators,Dan Stintzi,2019-03-01,,,,,,https://www.bourbonpenn.com/issue/17/exterminators-by-dan-stintzi,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/Wz+lwstTH-7r29q9ddGt7HU540Y.json,TRUE
LKrFRn6CZWGzVfP7xt2QpIrtCXA=,Child,Beth Hull,2013-01-01,,,,,,https://www.bourbonpenn.com/issue/6/child-by-beth-hull,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/twP8PyYfSTY-kGDUeY8g6-G1gjo.json,TRUE
Uy6PKnhXE88ZE1PuKJa/w4t3yNk=,The Cure for Boyhood,Josh Rountree,2021-03-16,,,,,,https://www.bourbonpenn.com/issue/23/the-cure-for-boyhood-by-josh-rountree,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/pvmWmTG0PFJ-Yn5QK9oYRS5gM4U.json,TRUE
lRwF8WpwNgll+7QD3HmeWxUT/TE=,The Apartment,Camilla Grudova,2023-03-01,,,,,,https://www.bourbonpenn.com/issue/29/the-apartment-by-camilla-grudova,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/nCM32SmIdaPT2Q5GLx3p1XUwT0c.json,TRUE
gIz066V6r8yFm8QuNPDFBmVM2Ng=,The Hunt at Rotherdam,A.C. Wise,2021-07-20,,,,,,https://www.bourbonpenn.com/issue/24/the-hunt-at-rotherdam-by-a-c-wise,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/Sc80Bedo1To4+P1hA+i+gHW3GrI.json,TRUE
CWx01PDDpqxQrI/WnDhprWRsLj0=,In That Crumbling Home,Thomas Ha,2022-10-23,,,,,,https://www.bourbonpenn.com/issue/28/in-that-crumbling-home-by-thomas-ha,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/axHtIqYVCFOVhis916JbGlJKlKs.json,TRUE
I8tKHBAA7FBn5Xy+/wiGGnGj6Bc=,You Do Not Do,Sam Duda,2011-11-01,,,,,,https://www.bourbonpenn.com/issue/3/you-do-not-do-by-sam-duda,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/fitzDvZ6yu3QvAGP+uyM8JjIrdY.json,TRUE
G4KIMBIMt0ZK4XVp1cm8O7VhmQ4=,The Libby Syndrome,Craig Wallwork,2011-11-01,,,,,,https://www.bourbonpenn.com/issue/3/the-libby-syndrome-by-craig-wallwork,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/s+iwvYRDNeGHoEkndot2rJx1P60.json,TRUE
BRRvaipokGgGLNhuQbN3KCpK+Nc=,Ravenous Mermaids,Dawn Sperber,2019-03-01,,,,,,https://www.bourbonpenn.com/issue/17/ravenous-mermaids-by-dawn-sperber,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/rz3CtX0shQW5dM-ZtmsuStoZm0c.json,TRUE
1spJP14/ZN0yzoxhBaTluGXsKk8=,The Bloodletters,Brendan James Murray,2019-11-01,,,,,,https://www.bourbonpenn.com/issue/19/the-bloodletters-by-brendan-james-murray,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/yYL-4EmkVO5lGbOKX3OtSBRqISc.json,TRUE
ki6YLTT8IlyEnwROPjuPud6CqeQ=,The Belly and the Trees,Chelsea Sutton,2021-07-20,,,,,,https://www.bourbonpenn.com/issue/24/the-belly-and-the-trees-by-chelsea-sutton,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/qbatkwxv-ek1w5TP0yx6QNhuCMI.json,TRUE
bM2bP0CUGwovWHWl0iXdgIpDC+w=,A Happy Family,Nathaniel Tower,2011-02-01,,,,,,https://www.bourbonpenn.com/issue/1/a-happy-family-by-nathaniel-tower,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/pndRbDAfpu0rHT3HvcNykqzlKY0.json,TRUE
p5GX8StWUgZfqqxD8X6XJBgiPAY=,Lucky,Jeffrey Wooten,2012-09-01,,,,,,https://www.bourbonpenn.com/issue/5/lucky-by-jeffrey-wooten,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/BqMkka+fzJ+wDoGiAMMIhdz1gac.json,TRUE
MIqcM431FOspC01Gp4/MYQ4fFVU=,Upon Leaving the Candy Factory,Aaron Polson,2011-06-01,,,,,,https://www.bourbonpenn.com/issue/2/upon-leaving-the-candy-factory-by-aaron-polson,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/vX8UEl2GiJUuT1y8xUuFNi1JHdQ.json,TRUE
9b/jz6f73pI9gK8zTEscqMfOes4=,Ghosts in the Psycho-Surgical Transmutation Machine,Michelle Ann King,2020-11-10,,,,,,https://www.bourbonpenn.com/issue/22/ghosts-in-the-psycho-surgical-transmutation-machine-by-michelle-ann-king,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/q9z+PUc4CPleiIm1E6cxhKSzVj4.json,TRUE
0JdEsaABJ30l/RoEOLJyjXRbJpA=,Emptying the Bunkhouse,Vincent H. O’Neil,2020-03-01,,,,,,https://www.bourbonpenn.com/issue/20/emptying-the-bunkhouse-by-vincent-h-oneil,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/IXC2hCTFwdjau+3aANLKedvmFzw.json,TRUE
Nu0Q89mJkMbBAS7MR06RtOEePzA=,Rules for Sneaking Out at Night,Travis Schuhardt,2022-07-01,,,,,,https://www.bourbonpenn.com/issue/27/rules-for-sneaking-out-at-night-by-travis-schuhardt,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/IUuBTXlg10mnYrMZu2OtgPZwV4M.json,TRUE
P8uEgVS+NaAISf7gj6M7LSY7Gq0=,Orange Eyes,William Jablonsky,2021-03-16,,,,,,https://www.bourbonpenn.com/issue/23/orange-eyes-by-william-jablonsky,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/pQhWdCS+rPR+ybwvtWQfWJHXhsE.json,TRUE
UsGgGcibZFkARGX39fT60x24EHA=,Caretaker,Will Kaufman,2013-05-01,,,,,,https://www.bourbonpenn.com/issue/7/caretaker-by-will-kaufman,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/ezsr5y+fC2i+c+lXEbVqif8qeMg.json,TRUE
fajVGQ1lXeaeYAul+YbDEn8S5o8=,Jimmy,Valerie E. Polichar,2015-03-01,,,,,,https://www.bourbonpenn.com/issue/10/jimmy-by-valerie-e-polichar,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/yZodOpfNvRh9h+NpOwRrJuR27AU.json,TRUE
lAzB2HudcgKJT/K5bbd7bgLx9og=,The Haunting,Holly Day,2013-01-01,,,,,,https://www.bourbonpenn.com/issue/6/the-haunting-by-holly-day,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/fww17k9c4yylXYYIZW8roLrj2AM.json,TRUE
J8y0FcdT8C0dC8dkj17k1pe+HhI=,Good Night Moon,Rich Larson,2022-02-22,,,,,,https://www.bourbonpenn.com/issue/26/good-night-moon-by-rich-larson,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/KKVFjq2z99gKhdTZMSIpKeH2YR4.json,TRUE
IYlNnVXobtZoiFewSfCh5vf0zpg=,The Road Knows When a Journey is Over,George Sandison,2016-11-01,,,,,,https://www.bourbonpenn.com/issue/12/the-road-knows-when-a-journey-is-over-by-george-sandison,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/xMwU5sm0r+XR2RIHImXFuIrQL-Q.json,TRUE
DSqHoWOdFbPsFx6B9RQipNB6HJE=,Sealed With a Kiss,H. Pueyo,2022-02-22,,,,,,https://www.bourbonpenn.com/issue/26/sealed-with-a-kiss-by-h-pueyo,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/rwoGbsEmLUMO2WSMgw1a93MHSpY.json,TRUE
GGAo0vVtWf+8Iz+pOMxB9/J70+A=,A Blade of Love,Nathaniel Tower,2012-04-01,,,,,,https://www.bourbonpenn.com/issue/4/a-blade-of-love-by-nathaniel-tower,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/fjnN9bx8dhJeEheAA+E1Qv3sIqQ.json,TRUE
JEnfKMw1hN6g6qac7ldNplcEvHc=,Endless Art,Aliya Whiteley,2014-02-01,,,,,,https://www.bourbonpenn.com/issue/9/endless-art-by-aliya-whiteley,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/zL6Nby52KRkcQ9VimBB5zVU+FT8.json,TRUE
0Z3lh2tbp/wB/q2jFwZ239zU1dg=,Playing Dead,Joshua T. Anderson,2017-09-01,,,,,,https://www.bourbonpenn.com/issue/14/playing-dead-by-joshua-t-anderson,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/ZnVrHUG-KCnnW4Vd5HbfzRbK2zk.json,TRUE
t6+kwp0lgRPjfvbdAZIvuDSdEuY=,Innocence,Chris Kammerud,2022-10-23,,,,,,https://www.bourbonpenn.com/issue/28/innocence-by-chris-kammerud,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/Fq2tNPYQUrCSSP6JeFxlsCosPtI.json,TRUE
UH/yUVN4cz3QnPMB4w3G+pLbhpU=,Strangers and Friends,John Cooper Hamilton,2017-04-01,,,,,,https://www.bourbonpenn.com/issue/13/strangers-and-friends-by-john-cooper-hamilton,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/C6aCh1RDTOemIbge4mlDb-y0mP0.json,TRUE
SVLwus2VpbaAXyJr7Fc3N9ont7A=,The Truth Each Carried,E. Catherine Tobler,2021-11-24,,,,,,https://www.bourbonpenn.com/issue/25/the-truth-each-carried-by-e-catherine-tobler,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/qXtgqZWv49ULGV4BHiovj85oFqo.json,TRUE
aQbdi4QXd67WrYQNic9WNkLoVkY=,Body Language,Alex Aro,2013-01-01,,,,,,https://www.bourbonpenn.com/issue/6/body-language-by-alex-aro,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/NQYYgKmZttjp+vNLTSMy24IkLPA.json,TRUE
yZhwSFAw5e3bvzYDdjryEANEFr8=,Kill Me Again,Jessica Hilt,2013-01-01,,,,,,https://www.bourbonpenn.com/issue/6/kill-me-again-by-jessica-hilt,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/HwbzR3emxt8YjzlraYS5nf9JkAA.json,TRUE
jFRipdBGZdUJraBZ0er8PzS8W8Q=,Green,Mari Ness,2011-06-01,,,,,,https://www.bourbonpenn.com/issue/2/green-by-mari-ness,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/YoAg9VD+Lf-W5WkE8qTY45siX7M.json,TRUE
u5Xtt9wuIBrT+PkClp1R1FLc01g=,IRL,Reggie Mills,2018-11-01,,,,,,https://www.bourbonpenn.com/issue/16/irl-by-reggie-mills,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/rtbCNjmuVVo+qRCh2WvB1O54oN0.json,TRUE
sfLPJbqqsHDQ/kHFDbA6jyMxQK4=,If There May Be Ghosts,Matthew Olivas,2022-07-01,,,,,,https://www.bourbonpenn.com/issue/27/if-there-may-be-ghosts-by-matthew-olivas,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/TirWBwSffiA4oDkXZAzshynJFrE.json,TRUE
EW5FY6MciVlgmW8ibLzU52qaNTA=,The Unmitigated Destruction of Vance's Reader,Shamus Maxwell,2011-11-01,,,,,,https://www.bourbonpenn.com/issue/3/the-unmitigated-destruction-of-vances-reader-by-shamus-maxwell,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/YMfwZ33cL9HpsfuyvUkcVcJdw-0.json,TRUE
HoEB7OYk1zDhijUjheBlYXIFYLQ=,The Parts of a Shadow,Matthew Thomas Meade,2018-11-01,,,,,,https://www.bourbonpenn.com/issue/16/the-parts-of-a-shadow-by-matthew-thomas-meade,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/2l-MPDclAAmKHQiPfNJOEnFS5O0.json,TRUE
0XbKNgeF61g2HN6lI/gwB0A22tg=,My Own Damn Heaven,Mari Ness,2016-04-01,,,,,,https://www.bourbonpenn.com/issue/11/my-own-damn-heaven-by-mari-ness,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/da+vqeMz7j12qnwCiHY7sQTJBRY.json,TRUE
o7LwDuba5V5m3ipkomBkqFiYPyA=,The Suicide of Iara Teega,Marc Sorondo,2013-11-01,,,,,,https://www.bourbonpenn.com/issue/8/the-suicide-of-iara-teegan-by-marc-sorondo,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/BiFLnLNX0BLu6DwrkfZv9HeoGTQ.json,TRUE
tSjJ0Z1vp67aWbzrb/6gjjq7l20=,Rorschach,Carl Wilhoyte,2013-01-01,,,,,,https://www.bourbonpenn.com/issue/6/rorschach-by-carl-wilhoyte,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/1cyYaq42bTrFYwFlJNETROecs-Q.json,TRUE
OydDmpB8Q6Qyj4aEEGHIb2zGDhQ=,Smilers,Chip Houser,2020-03-01,,,,,,https://www.bourbonpenn.com/issue/20/smilers-by-chip-houser,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/gmlwBl15BOuaylZksdq7MfVJsuU.json,TRUE
yRaZUQjjbADjIXkL6QawCvK9728=,Mereá,Nancy Hightower,2012-04-01,,,,,,https://www.bourbonpenn.com/issue/4/merea-by-nancy-hightower,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/MN-3aK8NinICo554mH4MMsiFwWw.json,TRUE
1gZXiyKOMQ9T2KpMJKPDVhjGxbU=,Giving a Blood Transfusion to a Stone,Jonathan Plombon,2019-07-01,,,,,,https://www.bourbonpenn.com/issue/18/giving-a-blood-transfusion-to-a-stone-by-jonathan-plombon,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/9psJLbvWa38jSfgyOC-UL5ZKh0E.json,TRUE
ijNTCnVBe9HIj2hn5g3ys9xTOkM=,Patchwork,Maria Dones,2020-07-01,,,,,,https://www.bourbonpenn.com/issue/21/patchwork-by-maria-dones,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/MJT2Q5w5O6BX+4YIdAgg0HQ+7rE.json,TRUE
5Cm9TWqPXxZO48OrwDA+ppGpL1c=,Frog and Bells,John Herman,2016-04-01,,,,,,https://www.bourbonpenn.com/issue/11/frog-and-bells-by-john-herman,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/6MKv0WEnjumCK697DaUkXxyek2A.json,TRUE
AsRhPds2a5qwe1jm9OhQvgAx3oM=,A Song for Ocotillo,Kali Wallace,2019-03-01,,,,,,https://www.bourbonpenn.com/issue/17/a-song-for-ocotillo-by-kali-wallace,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/qp1iYyVk1VxfetgUcGnsElR5GF0.json,TRUE
sQGxq3cDlno2G/HG9vkTIPt1Bfw=,Carrion Coast Highway,Barton Aikman,2020-07-01,,,,,,https://www.bourbonpenn.com/issue/21/carrion-coast-highway-by-barton-aikman,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/Qqg7AJz2w-5XMfMARVJNt7yQaxE.json,TRUE
yyBzvXyBVw21pCdniWX5zetO0zg=,Amends,Andrew L. Roberts,2017-04-01,,,,,,https://www.bourbonpenn.com/issue/13/amends-by-andrew-l-roberts,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/XdQX+PcRPB4uM4PyBwbP-oJL27w.json,TRUE
HfpGzTqvvJzy/OmaddfH6cwK3RQ=,People Factory,Keith Dugger,2011-06-01,,,,,,https://www.bourbonpenn.com/issue/2/people-factory-by-keith-dugger,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/8MEBD3qDG57v+2pfe6aPIcDI580.json,TRUE
P7m7NpV3M7H/1hACVMdqm26D+8A=,Bound,Nancy Hightower,2014-02-01,,,,,,https://www.bourbonpenn.com/issue/9/bound-by-nancy-hightower,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/-v0EyjJhbj1gyJeITV9EBa9lUgs.json,TRUE
FigJVCi/wsbB72uOErGBTXJYwyU=,Esther,Michael Gardner,2021-07-20,,,,,,https://www.bourbonpenn.com/issue/24/esther-by-michael-gardner,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/p+VUPrmtyu97kRsxA3McvLJpz44.json,TRUE
1E5ISEEz16AGfGqS9mAH90VYdZU=,How to Host a Haunted House Murder Mystery Party,A.C. Wise,2016-11-01,,,,,,https://www.bourbonpenn.com/issue/12/haunted-house-murder-mystery-party-by-a-c-wise,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/NF5h1zopwxYhfIEMxMzUrv-dEMU.json,TRUE
A4xq9hOsOFrLOczk4D4F3OwIn+A=,Ars Moriendi,Matt Snell,2018-11-01,,,,,,https://www.bourbonpenn.com/issue/16/ars-moriendi-by-matt-snell,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/vjMpZcItuoecv8jVMjgHbiqSHAY.json,TRUE
jvSDrtQIBMLUKXfDuw2WcDOucbs=,Walking Dead,David Gould,2011-11-01,,,,,,https://www.bourbonpenn.com/issue/3/walking-dead-by-david-gould,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/6VujL2GKcoh3XG7-DepJQnqwYyY.json,TRUE
12SMNWXinykEQUmMpN1/y8qI7J4=,Everything You Were Looking For,Samantha Henderson,2012-09-01,,,,,,https://www.bourbonpenn.com/issue/5/everything-you-were-looking-for-by-samantha-henderson,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/0-9J9Mn9WodJWJSReGZQvos35xw.json,TRUE
u4zO92MZTBh92M5LAvUYpdf7PfY=,An Oracle,Gwendolyn Edward,2015-03-01,,,,,,https://www.bourbonpenn.com/issue/10/an-oracle-by-gwendolyn-edward,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/snSptM47IehhJ4c+XWwJtXhXooQ.json,TRUE
asaCXk08DACCUfCA2UZsMOj7FHs=,A Vacation Story,Hamdy Elgammal,2021-03-16,,,,,,https://www.bourbonpenn.com/issue/23/a-vacation-story-by-hamdy-elgammal,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/gl52Ovlr8R73mWNfhCgJ50uKuEk.json,TRUE
tRmNkzraUuGJxF9eK35y177yPYE=,Nightwood,Elana Gomel,2020-11-10,,,,,,https://www.bourbonpenn.com/issue/22/nightwood-by-elana-gomel,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/rzrpCpS4Gv0PNTm5DV53zyPyqaU.json,TRUE
iaWostd5QWQ/wbW0hFser8Cx47M=,The Rustic Ladder,Daniel Ausema,2012-09-01,,,,,,https://www.bourbonpenn.com/issue/5/the-rustic-ladder-by-daniel-ausema,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/+RdojV9Zxp-bdJm3-iMNXGAqTvw.json,TRUE
hFhP6DWv/fIcX0q5B7FiCK+swzM=,The Letter Hidden in the Alphabet,Daniel Ausema,2013-11-01,,,,,,https://www.bourbonpenn.com/issue/8/the-letter-hidden-in-the-alphabet-by-daniel-ausema,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/whFZhGVNhmGfo4BSBJ-pEmrG3+E.json,TRUE
Qbj3Wx1atp3A5IfpU+Vk6IXdBxY=,When We're Gone,Beth Hull,2014-02-01,,,,,,https://www.bourbonpenn.com/issue/9/when-we-re-gone-by-beth-hull,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/rRreVvLH1OWB+9cG0uJbkNfWaYE.json,TRUE
zPOFcF0fTpEgoMic1ezyJgRvnJc=,Jawbreaker,Sean Doolittle,2013-05-01,,,,,,https://www.bourbonpenn.com/issue/7/jawbreaker-by-sean-doolittle,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/M-fuZuk39zDKVXYCkREl825nRVg.json,TRUE
6BDhWKicLHBRJNo1uCs6d48GIG0=,White Noise,Gretchen Tessmer,2019-07-01,,,,,,https://www.bourbonpenn.com/issue/18/white-noise-by-gretchen-tessmer,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/JkclxWZ0WDkAh1zFissB1TJvAw8.json,TRUE
J1LI/nMhjA9YBVej71ETs0TXgag=,The Ant Singer,Benjamin Parzybok,2013-05-01,,,,,,https://www.bourbonpenn.com/issue/7/the-ant-singer-by-benjamin-parzybok,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/H2kwbJNVQMzAnSoKQEdhP+wUQhI.json,TRUE
P2vh+vqEbaacaIEzFjMD0FZf5hA=,Pearls,Priya Sharma,2012-04-01,,,,,,https://www.bourbonpenn.com/issue/4/pearls-by-priya-sharma,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/fv-WzCTGWiV0fAz+ul6vnlbvfiw.json,TRUE
KwzRkbZgVxE1FA7LwamEDLAMcjc=,The Secret Life,Chris White,2011-06-01,,,,,,https://www.bourbonpenn.com/issue/2/the-secret-life-by-chris-white,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/QdYkPqdIFjd7vn2XurygVtM8l3I.json,TRUE
YB0Z+kqJQ4ln2o5Cc3agtOupS/s=,Scenes from Monster Beach,Matthew Bey,2011-06-01,,,,,,https://www.bourbonpenn.com/issue/2/scenes-from-monster-beach-by-matthew-bey,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/Jhj-1pIzVye2GOo7Xp94gT7Jto0.json,TRUE
soZ3vYhLBCtCRZA/0bcrCKUd/Lc=,Crescendo,Chelsea Hanna Cohen,2020-03-01,,,,,,https://www.bourbonpenn.com/issue/20/crescendo-by-chelsea-hanna-cohen,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/cmNYpSoWZh-yfN5emscf16FL80o.json,TRUE
J5OfmqhWzClsVBghtceSvqKU0xI=,Jake’s Acre,William H. Wandless,2023-03-01,,,,,,https://www.bourbonpenn.com/issue/29/jakes-acre-by-william-h-wandless,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/xV37IGEoQYoIQnce+N62lO3q61Q.json,TRUE
q79GIZoW5DVFlwYczUs80CscLks=,Zombie Song,Derek Owens,2013-01-01,,,,,,https://www.bourbonpenn.com/issue/6/zombie-song-by-derek-owens,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/5Or+sCU+4PiIL1kb1gXuIZfTSjU.json,TRUE
/Gbbdt5Y176K9OBexzAiQ7slXrg=,Anthropophages Anonymous (AA),Anthony Panegyres,2021-11-24,,,,,,https://www.bourbonpenn.com/issue/25/anthropophages-anonymous-aa-by-anthony-panegyres,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/O+WFml8RdEqz2r2By24TiYaNS2E.json,TRUE
Vd15XyelGpbewIKENafvsFAoVqw=,The Front,Daniel Ausema,2016-11-01,,,,,,https://www.bourbonpenn.com/issue/12/the-front-by-daniel-ausema,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/jOeMgcyWQRgU+qL0X9yS8LRXlCc.json,TRUE
