fingerprint,title,author,date,tags,excerpt,source-hostname,hostname,source
0RZvY/w5kCUhP5IK9TpHroEK3k8=,The Crimson Kestrel,Leslianne Wilder,2022-11-18,,"Her mountain of skirts fell away, and their pocket and petticoat undersides revealed her arsenal: grappling hooks, spider climbing-legs, a buckler that doubled as a bit of mid-line accent on her corset. Fashions this year had left Ivette room to arm a platoon if the need arose, and she and her mentor had refined her skirts into the perfect carrying system. She could not sit, but really, who but old dowagers and incurable bores ever sat at an imperial fête?",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-crimson-kestrel/
jik8NNRkrtxYBkNodSZZfo8KHtU=,Written on the Hides of Foxes,Alex Dally MacFarlane,2014-09-18,,"I hear the swish of snow falling off branches outside our thick-needled shelter and think, for a strange moment, that the illness is over, that animals will come near us—but no, it’s Oruguaq standing at the narrow opening, with a dead fox slung over her shoulder almost blending into her furs, winter-hidden. She looks like she’s trying not to laugh.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/written-on-the-hides-of-foxes/
1PHs4kYXS+PMUa2KcXWNmyR+aW0=,The Boy Who Would Not Be Enchanted,A M Dellamonica,2017-04-08,,"Too late, of course. They pried my mouth open. The old lady spooned a morsel of something—barley, I think—into my mouth. When I spat it back at them, they caught the pieces on a piece of bamboo cut into a jigsaw puzzle piece. This they gave to a spellscribe, who wrote my full name at the top in grass-green ink.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-boy-who-would-not-be-enchanted/
5gth7yKvTIYjC+W53z2u6375sbk=,"Through the Doorways, Whiskey Chile",S H Mansouri,2022-11-18,,"As he sloshed to the side of the tunnel, toward thick strips of skin raised up like steps on a station platform, a foot or two above the river of hooch, I noticed that the embers of beard he’d wiped away had made sparks in spots where they’d fallen, red puffs of lily pad trailing far behind.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/through-the-doorways-whiskey-chile/
ykzAiByVjU/dNvKBEstij9GY8wU=,Heaven Thunders The Truth,K J Parker,2014-10-10,,"My smile broadened. It was lucky for the old man I don't practice my trade for free, or he'd have spent the rest of the day rolling on the floor clutching his guts. “If one of them was a wizard capable of performing that level of enchantment, he'd be a rich man,” I said. “Stands to reason.”",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/heaven-thunders-the-truth/
WBWCc0s8ED+OW0S3/etS0tG05WQ=,Between Two Treasons,Michael J DeLuca,2022-11-18,,"Unified by poison—by the power of the elder’s will—the ragged line of sorcerers dissolved, passing through a ring of tall stone stelae carved with human shapes. Nods and mumbled words shaped tenuous alliances along demarcations of homeland and creed. The buzzards found perches among the empty seats. This, Periphas realized, is why Eurytus waited. The humans would fight, exhaust themselves to within inches of death; then the centaurs would gallop in, laughing.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/between-two-treasons-by-michael-j-deluca/
zVydWdqf9pKuVnIN7tFPR2Z4kQo=,Dead at the Feet of a God,Izzy Wasserstein,2021-03-12,,"Aware of what awaits you, you proceed as if you are not. There is no avoiding it: your story will end with you dead at the feet of a god. Your divinations have told you this. There is no ambiguity. The portents float at the edge of your vision, haunt your dreams, shake themselves free with each throwing of the bones.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/dead-at-the-feet-of-a-god/
GPdhGGnJSxOJ/I53dbhh4KUuILU=,The Guilt Child,Margaret Ronald,2010-09-24,,"Carla caught her breath as the shape came clear: a face of pipes and fittings and gears, its eyes glowing faintly with the sheen of werglass. The mouth was only an expressionless line of cable, but when the voice spoke again there was no question whose it was. ""Who is she?""",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-guilt-child-by-margaret-ronald/
uFCK4Es9F0B1X1JBkj3e16PuDvc=,"Great, Golden Wings",Rachel Swirsky,2010-01-17,,"If Lady Percivalia loved the cinematographist in her chaste way—and she thought despite all propriety that the rising, fluttering, tremulous sensation she felt when she looked at him might be a kind of love—then she loved him because he had brought her the shapes and shadows of creatures that dwelled outside the confines of her life.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/great-golden-wings-by-rachel-swirsky/
8HpAu4yA1DqjUexhpD1wIjd/vIE=,How the Mighty,Dan Micklethwaite,2022-11-18,,"""Come here with you,"" Boden calls, as he retrieves his son, Tallow, from amongst the crowd's rushing legs. He lifts the boy onto his shoulders, but the weight makes him gasp, makes his lower back twinge, and Tal's mucky brown boots smear the front of his tunic. He can hardly tell the boy off for that, though, can he? Not when he only sees him for the odd day here and there.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/how-the-mighty/
xpJIpIoxD8siSLE53PZ68wXFXK0=,Precious Meat,Catherine S Perdue,2008-12-13,,I lifted my muzzle and sniffed. The wood was different today. Fine dust still hung in the air and sparkled in sunlit shafts. Such a thing this sparkling was. I gazed at it in wonder. Had the light ever been just so before? Was this a new thing?,Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/precious-meat-by-catherine-s-perdue/
xz/uNCHsMVcr8M6L/LJNIaNh3xA=,Red Bark and Ambergris,Kate Alice Marshall,2022-11-18,,"""Vanilla,"" she said instantly, scent and 'sense telling her true. She could feel the faint tug of it below her ribs, almost imperceptible—a gentle essence, not a powerful one. ""A Nariguan strain.""",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/red-bark-and-ambergris/
kL2a1GLe6bkUI80cmfQTJqgIFeI=,Blood Grains Speak Through Memories,Jason Sanford,2022-11-18,,"Even though the chilled spring day promised nothing but beauty, the grains in Frere-Jones's body shivered to her sadness as she looked at the nearby dirt road. The day-fellows along the road were packing their caravan. Evidently her promises of safety weren’t enough for them to chance staying even a few more hours.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/blood-grains-speak-through-memories/
zjdENM7HCwjEqT/AsWi/9Ym/E/Q=,A House of Gold and Steel,Marissa Lingen,2022-11-18,,"In the morning, after I'd gotten some of the thin porridge into Miss Aneta, I made my first try with a scrap of fabric torn from the cloth I used to wipe her brow. I positioned her like the whey-faced people had and did what I'd seen the day before. And there was the snap, the spark I'd felt, and suddenly I had a heavy, ragged-edged scrap of gold.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/a-house-of-gold-and-steel/
mGnUk3srkMs1rrnHxrQcrvujsxc=,Alloy Point,Sam J Miller,2022-11-18,,"Sunlight made the metalman more frightening, not less. She could see how it had been assembled; could trace the human form inside. It was naked—no human clothing could ever fit such a jagged silhouette. She saw the iron rods added over time to stretch bone and muscle, giving it longer arms and an extended spine. What she had initially thought was fur was actually chestnut hair, cascading down from its head and knotted into every dark place where metal met flesh.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/alloy-point/
7C+Uz17i0KsFgpfbZcIBYF886dA=,Shadows Under Hexmouth Street,Justin Howe,2012-02-28,,"Yengec lingered over his spiced yams and rice, reading Hjel’s journal. Paramentals, not cauldron-borne like homunculi but spontaneously generated from the city itself. Paramentals—every polisomancer whispered of them. They haunted cities. Not quite ghosts, but spirits just the same.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/shadows-under-hexmouth-street-by-justin-howe/
/eZ2FZT8w4MEs9IclHDAAhRu1f8=,Everything Beneath You,Bonnie Jo Stufflebeam,2022-11-18,,"I wanted to go, but I did not know where I was going. I wanted to stay and rub my hands all over her belly, but I did not like the thought of all that sand in the creases of my palms. I wanted to ask her more questions, about the way the world was made, about death and dreams, but did not want to know the answers, should they distract me from my destined future.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/everything-beneath-you/
kuzuD8d8Qge5XZ4yTESEfz06nQg=,Two Bodies in Basting Stitch,A J Lucy,2017-06-08,,"Sere wouldn’t be able to send letters. Diligent, loyal Tashet would never fathom that anyone was reading her mail and would take no precautions. Sere couldn’t explain what would happen to them both if she didn’t leave.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/two-bodies-in-basting-stitch/
q3M79FzCQFVzny61opdws/vqtno=,"Those Virtues, Those Poisons",Martin Cahill,2022-11-18,,"""You feed on the loathing that you ask of your betters. You never ask for help. You are addicted to self-hate. Your fuel will undo you, son. Unless you find something better to burn. That, or remain lost. Let the jungle swallow my two sons, and let me have the mystery of your disappearance rather than the knowledge of your failure. At least then I can pretend you tried.""",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/those-virtues-those-poisons/
Z8pucqzZtEYsJFTlt9oXnwK1nPw=,A Feast for Dust,Gemma Files,2013-10-19,,"These few words—or just the sound of 'em, Jenkins didn't wonder—were enough to turn outlaw Bart Haugh, a man with more sins on his soul than Judas, sheet-white. He turned towards their speaker, slow as river weed current-caught, perhaps unaware he was even doing so; blanched yet further when he saw who stood there, making all the tiny, charm-crinkled lines on his face stand out like scars.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/a-feast-for-dust/
T68FgTggBOWFgv6f66s7jSkTsk0=,Playing for Amarante,A B Treadwell,2011-04-08,,"Only as the song nears its end do I risk a glance at my audience. I see a movement behind Dr. Mesmer’s head. For a moment I think it is a trick of the doubled mirrors, that I’ve caught a glimpse of myself reflected from the other room. But reflections do not wear strange clothes. The man stands in the back of the room. His eyes are closed, and his jacket is torn. His head is bleeding.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/playing-for-amarante-by-a-b-treadwell/
JpxjiNl9cxeN8ajQ3ZYVhrIgqOc=,Woe and Other Remedies,Michael Anthony Ashley,2017-11-26,,"On rang the bells, and the guests, as if released from fetters, dispersed to take their seats. And here we are, Gama III thought. The table was full, the moment at hand. Anticipation moved as a wild fondle from seat to seat, bowel to bowel, quivers begetting moans and hoarse whispers, emotion stretching jaws with violence.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/woe-and-other-remedies/
cruyDtLrRWlWKz9dv8OJ3wJAFz0=,Worth the Whistling,Adriana C Grigore,2022-11-18,,"The wind turned, and the rustle of the field bled into the whistling of the wood, and more smoke blew closer. The air was bitter with it. He didn’t turn his gaze away from her. Anger. It was anger, there in its depths. She’d never had that directed at her before. Hadn’t had the chance to cause it, really. She let the hand holding the coins drop. “Tomorrow night.”",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/worth-the-whistling/
tn8sJ9UOlpxFcVP7ovJoFejN+EY=,What Pada-Sara Means to the Elephant,Jeremy Sim,2022-11-18,,"I am cold. Icy water surrounds me, undulating in the glare of morning sun. It has been nearly twelve hours since I took Shashi into the desert and made those tracks. I hope, with every shivering inch of me, that Jagmeet's men are not able to distinguish the difference between the tracks of a boy fleeing across the desert sands and the tracks of the a boy walking carefully backward over his own footsteps.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/what-pada-sara-means-to-the-elephant/
t+ttgwrLbKT4HZrDikS9g6im6U4=,The Crows Her Dragon’s Gate,Benjanun Sriduangkaew,2022-11-18,,"But for a reason I wouldn’t be able to name until years after—years stretching between us like clouds unrolling beneath chariot wheels—I was silent; I was silenced and could not demur. I let him, could not quite pull away, show me how to coax the flame and bring order that it did not need. I let him teach me what I already understood.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-crows-her-dragons-gate/
YPJGVqSjSkSsN8Wm44cnQqIEyYY=,The Broken Karwaneer,Jeremy A TeGrotenhuis,2018-11-14,,"She gritted her teeth against the mounting pressure in her skull, like steam rising from a kettle. Is that when the void breaks through? A brokenness of the soul and a wound in the body; so Brighteye had described the moment of awakening to sorcery. There were people in the world who lusted for that terrible power. The same sort of people, Orha assumed, who would kill and leave the corpse its jewelry.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-broken-karwaneer/
4Nuhe9VH9cl0/YmekOPkpJATNGk=,The Shapeshifter’s Lover,Autumn Canter,2022-08-25,,"Oh, she knew it was foolish, but she was still so much a girl—trying on womanhood as one might try on shoes. Her ragdolls still rested on her pillow, arms akimbo. During summer storms she would clutch them to her face and soothe herself to sleep, dreaming of princes and kisses soft as moth wings. The crow's kisses were not as she imagined. They were far better.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-shapeshifters-lover/
x3mF3MZ9fyR5q0abwlQKZR8CUIg=,A Land of Saints and Monsters,Isabel Cañas,2022-11-18,,"Ah, but he can. I can already feel his words curling through me like roots, the magic woven into them as real as my own. These are the words of a master to a slave. These are my reward, the price I paid for leaving the dervish, Ilyas. For Armen.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/a-land-of-saints-and-monsters/
PvyYILjdWV6VBhbByO++KgtNtgI=,Dire Wolf,Michael J DeLuca,2022-11-18,,"Which was why, when Delia walked in, Stag came near failing to believe it. Delia, all the way from the city, not in slinky red but scarred boots, mittens, a wool coat high enough at the collar it hid every part of her fine flesh but her face, which stayed frozen even when her eyes met his. She disappeared outside quick as she'd come.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/dire-wolf/
EPAI1Yifk8HVNGAbXUT23J75ygg=,The Sorrow of Rain,Richard Parks,2014-10-02,,"I looked around slowly. I had a talent for spotting ghosts, monsters, foxes, even demons in their disguised forms, but a death spirit? That was something more within Kenji’s purview than my own. “Where?”",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-sorrow-of-rain/
HKvfr1qzb00koodC7iAb+0DNTXg=,"Behind Space, Between Stars",C S Marten,2022-11-18,,"The Walker was taken aback. There had been whisperings of rogue factions with ideas so absurd that the Walker had not quite been able to believe them. Those factions, the Gardeners said, claimed that there was something wrong with the work of protecting world-hearts. They had twisted this sacred duty into sinister conspiracy, espousing some sort of anarchy in its place. The Walker did not know the details; indeed, they did not want to know.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/behind-space-between-stars/
IQ+KH4StNOl5LxYcY167+VTli8E=,Lession’s Tower,Fox McGeever,2011-01-04,,"Lession's first catch was an old drunk, a silver-haired sailor who was staggering through one of the back streets. When he bit a chunk from the drunk's shoulder, the man went limp. The initial thrill of tasting meat soon evaporated. The flesh was old, sour, steeped with alcohol. He couldn’t take this back for Hurkerna. No. Goat would taste far better.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/lessions-tower-by-fox-mcgeever/
akFTGOZtowEXr98LTjMz2iqkZag=,Mister Hadj’s Sunset Ride,Saladin Ahmed,2010-06-04,,"But when Mister Hadj started in on them cowboy songs—well, as sure as I’m standing here, when that man got to crooning a tune he made the earth itself cry. This ain’t just me tale-telling, you hear? I seen tears fall from big red rocks when the old man hummed. Heard stones weep as they parted before him. So when Mister Hadj said that a stone in the road told him where to find Parson Lucifer, I didn’t doubt it.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/mister-hadjs-sunset-ride-by-saladin-ahmed/
5aaJ4nlHvLmu1y4xcUvWKdLV+Os=,"The Sword of Loving Kindness, Pt. I",Chris Willrich,2008-10-09,,"“All who possess this weapon have regretted it, even the fiercest of killers, mad Lord Runestock, say, or bloody Sir Fairbeast, or Captain Slaughterdark who abandoned it here. Behold the Sword of Loving Kindness.”",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-sword-of-loving-kindness-pt-i-by-chris-willrich/
AM+bY0eA7pQz0YEjg4DHmBsbDys=,Snake in the Glass,P E Cunningham,2009-01-02,,"""How little you understand. A man of power is at war with everything that lives. LeKestra knows this. So do I. You, Therese, on the other hand, have yet to learn the importance of choosing the right side.""",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/snake-in-the-glass-by-p-e-cunningham/
qgyiJuHx4LaFtoD+wdaD5u6mvmI=,New Horizons,Alexander Stanmyer,2022-11-18,,"Chester recites a silent prayer to St. Stockton. Prays for this trip to be a success. It had begun as a rescue, an escape from the seas and bondage. But now? Now he is a disciple. An acolyte to the rails. And this was to be their final pilgrimage.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/new-horizons/
74vKimf+mAY8q2AfP4r9bBjyckQ=,Valor Bones,Derrick Boden,2022-11-18,,"Leti sat down in the mud alongside the monster-thing. Her fingers grazed the book's cover; she remembered the attic. Daka's cold and callused body. And across town, the terrifying illness that had taken root. Her body trembled once, deeply. The monster-thing watched with great interest. Leti turned the page and started to read.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/valor-bones/
PTEKs+/AMKW+r10ZIVVqjkYF++k=,The Silver Khan,Stephen Case,2022-11-18,,"I was fascinated by the statues in the Khan’s gardens. They were all of men, clearly warriors, dressed in a strange armor. One night in the gardens I met an artist who sketched the statues in secret. He showed me his portfolio, which contained drawings of the face of a certain statue he had sketched night after night for years. “He is speaking,” the artist said. “See the movement of the lips and the line of the jaw. I do not know what he says, but he is forming words over the months and years.”",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-silver-khan-by-stephen-case/
e1Np2bpOD2wyjdRWJIqJXo7uziM=,Across the Bough Bridge,Mackenzie Kincaid,2022-11-18,,"She kept her head up until she'd exited the shop. Then she staggered sideways into the wall outside. The pair of marbles glinted in the palm of her good hand. She was a little stunned to be holding her prize at all; she stared at them as if somewhere in their milky depths the secrets of the universe might reside. Perhaps it was merely the dizzying pain, but she felt almost as if they stared back.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/across-the-bough-bridge/
d0WzVCcIsk2vb2UFBZIZTmkq0yo=,"To Kiss the Granite Choir, Pt. I",Michael Anthony Ashley,2009-11-06,,"The gallery erupted with the roar of a thousand voices—laughter, questions, taunts pouring down in a torrent of Silici that would have put any market auction to shame. Living swords grown from the bones of dead men were shaken. The ground beneath Imre’s feet shook from the force of stone fists and sandaled feet pounding throughout the amphitheater. His head remained bowed.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/to-kiss-the-granite-choir-pt-i-by-michael-anthony-ashley/
q+40Hw07YKJULYmYUc3NEZZaJac=,The Language of True Things,Nick Scorza,2022-11-18,,"When the boy opened his eyes, his finger was gone, the flesh sealed over it as if it had never been. Then the temple wall bucked and groaned, and a hairline crack appeared in its surface. Light came pouring out through it—a strange sort of light he could not describe. “Yes,” said his father. “It is opening. You must give more.”",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-language-of-true-things/
e7H5N5XtzUqxk5epGt+DFRg2S4w=,Red Dreams,R Z Held,2018-03-13,,"Shiny metal bloomed out and out from her touch and the red rust disappeared. Her heart sped and it felt good. Not from fear, but... satisfaction? Tarnish sought the right word like in a prayer and it came to her. Euphoria. She jerked her hand back, but the next instant she wanted more. She needed more, that little bit hadn’t been enough.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/red-dreams/
1cE6cM2CSa+v7uYHrnlQdhQ52Tk=,The Two Sides of Home,Timothy Mudie,2019-11-11,,"Niamh truly looked offended that Joyce would even insinuate that was her meaning. “Of course not. But all this magic coursing through me, all the Bull’s power? It’s no good if I can’t channel it into the larval god. Your cousin is going to be my channel, transferring my magic. He’s the means by which the Bull will be born into this city. He’s the only one in Twixt who can.”",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-two-sides-of-home/
oyXz4Es8g942nnQl0/Vj5w30jyA=,Until The Moss Has Reached Our Lips,Matt Jones,2022-11-18,,"I help Little Anya into her coffin. I tell her to lie on her back so she does not have to look at the body beneath her. The littlest ones ask why we could not empty the coffins first. Pirro tells them, They will guide us out. These shrunken forms of our ancestors, our mothers and fathers, uncles and aunties. Their spirits will keep us safe once we make it out to sea.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/until-the-moss-has-reached-our-lips/
b97wj/svJulMBMsadzbVXfRqVYE=,"As Below, So Above",Ferrett Steinmetz,2010-12-05,,"Son squeezed billows of black ink around the ship to mask his approach, remembering what Two-Father had told him: Always curl your tentacles around the front, never in the back where the whirling tail-blades lie. Never rest your tips on the deck, lest they chop off the ends of your sensing-limbs. And should you brush against a long, thin tube of metal, draw away quickly before it squirts fire.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/as-below-so-above-by-ferrett-steinmetz/
vHFj86N/mM5Wqqk1atA07O6UeTo=,The Last Devil,Sarah L Edwards,2008-11-21,,"His body lengthened, his worn leather footings bursting as his legs, now fused, spiraled behind, scaled and glistening black. Even when the foul thing had fully turned, its hands still grasped at the air while the twisted mouth shrieked fearful things. It would have seemed only a beast, powerful and deadly, were it not for those hands and eyes, so like a man’s but not, a living sacrilege.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-last-devil-by-sarah-l-edwards/
rQ4fE5FFPxb+lYFV9vaWpy+X5pw=,Cleaning Up After the Blackout Boys,Evan Marcroft,2022-11-18,,"Ustuus scoured the halls for bloodstains, pail and sponge in hand. The framed pictures upon the mantle described a family of two parents, a son and a daughter. The toys cluttering the upstairs bedroom suggested a self-sacrificing love, judging by the threadbare state of the mother’s wardrobe. Four plates had been set at the table, where the blood was festooned most thickly. Each room told a fragment of a story. His job was to silence them.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/cleaning-up-after-the-blackout-boys/
hHyb+rjOj1DkM42B4V5KYZLlIA0=,A Flower Cannot Love the Hand,Aimee Ogden,2021-06-25,,"I am still myself and so I am answered at last: yes, I have a soul, no matter what shape its vessel is forced into. I remember that I am sunlight made tender flesh, even as I stir soundless feathers against a starlit sky. I remember the wind in the woods, the gift of nectar, the graze of wings. Though I cannot see the sun, I fly ever closer to its resting-place, and I pray it hears me, in its dreams, when I call.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/a-flower-cannot-love-the-hand/
jkFblj79LtetvZrrrC10xMmpfUY=,Gravity’s Exile,Grace Seybold,2022-11-18,,"She eased herself over the edge, bare toes feeling for footholds. As in most villages, these had been deeply carved to make getting around easy, and even supplemented with metal bars in places or flat ledges for resting. Every few fathoms there was a round eyebolt for attaching a child’s tether. It was a trivial climb, and in no time Jeone was down among the trees.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/gravitys-exile/
Pjau7dCXZCM8Faf7OYgmuEJphmw=,To Balance the Weight of Khalem,R B Lemberg,2020-04-17,,"He lifts the onion to the lantern’s lone light, and in it, I suddenly see: the goldwork towers and walls of the Old City; the broken bridge, jagged after a recent bombing yet still shining; rows of humble houses etched in ebullient metal; the curve and sway of the historical museum. I reach out my hand, and he drops the city into it. It feels warm in my palm.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/to-balance-the-weight-of-khalem/
376l1rgw9cpO3Dpn+cs5WETrYf0=,Faithful Delirium,Brent Lambert,2021-08-10,,The conviction of the flesh weakened when that flesh was hacked away. Conducting a thousand interrogations of his own taught him that. Belief came easily in times of comfort. Contemplation and reflection were petty offerings to the goddess when weighed against the truth of how her glory needed to spread. People did not know what they needed until you forced them to see it. And sometimes they were particularly stubborn in the process.,Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/faithful-delirium/
EShRFjvBi7p2Ww0HocjgYUZAM38=,"Clever Jack, Heavy with Stories",R K Duncan,2020-05-26,,"He walked around the chapel, once, twice, three times widdershins. He caught himself and found he had crossed over. The castle walls and towers were all gone, and the stone chapel was a lonely boulder with a great cleft leading into darkness. The forest all around was twisted, tall and thick as the curled hair of a sleeping giant, full of shadows deeper than should have been under the summer sun. The grass was bright as emeralds, richer hued than fine Holland cloth. It was trampled by the hooves of many horses, and their trail led away into the west.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/clever-jack-heavy-with-stories/
60YyT6wRsW/01KZdQoaZ/FXwI6c=,The Barber and the Count,Michael Haynes,2013-04-19,,"With the first snip, the count spoke again. ""Filip's hand shook the last time I was in his shop. A man can't have his hair cut by someone he does not trust. Your hand will be true. Will it not, barber?""",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-barber-and-the-count/
yBM5sw3zJ7WCRp803zZ/FooIOek=,Father’s Kill,Christopher Green,2009-08-27,,"The bite of winter spins in and Father whirls on all fours to face the doorway. Beyond, the night is almost here. He barks, then shakes his pelt into place and trots out into the darkness. His tracks stand stark in the snow and the moonlight.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/fathers-kill-by-christopher-green/
LjXGWGxo/UcOxPpNVIhgFvR1HCY=,The Silent Flowers of the Magician’s Garden,Eleanna Castroianni,2022-11-18,,"Something hardened in my world, the way it did every time my father told me I had to become a man and that being a man meant being brave. As something acquired another layer of earth crust, fossilizing more completely inside me, something else emerged from its cocoon like a late summer moth, soft and fragile, dancing around flames.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-silent-flowers-of-the-magicians-garden/
F++mRf9YL0pJmhTMtUnc3k9HGZ8=,The Topaz Marquise,Fran Wilde,2015-09-08,,"Her words made no sense, but neither did the lost hours. I shivered in the warmth of the day. Beyond the window, in the square, I saw a familiar figure in a tattered cloak. Even from a floor up, the smell that greeted me was unpleasant: unwashed hair, perhaps rotting leather. Suddenly, I wanted to escape from my studio and the chill that hung over it.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-topaz-marquise/
qLy2ymAL1Nqgl20I97euhUNInK8=,Witchbreaker,Leah Ning,2022-07-07,,"Suddenly I don't want to know how much time we missed. I don't want to know by how long I missed being there to fight whatever’s killed my wife and daughter. Not knowing is better. Because, what's worse? Coming back to what you thought would be home and finding out they've been dead for years? Or finding out you missed it by an hour or two, one that only felt like seconds to you in a witch's embrace?",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/witchbreaker/
